0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
221.0,-32.0,205.0,3818.0,65.0,3266.0,3578.0,4.0,1667.0,313.0,248.0,217.0,223.0,4146.0,1482.0,131.0,231.0,84.0,32.0,143.0,1.0
165.0,20.0,236.0,2334.0,266.0,2089.0,3132.0,11.0,2458.0,67.0,224.0,229.0,193.0,2602.0,418.0,7.0,245.0,306.0,47.0,191.0,0.0
225.0,12.0,242.0,2688.0,56.0,2502.0,3395.0,13.0,2147.0,421.0,217.0,187.0,228.0,5111.0,2271.0,122.0,213.0,65.0,31.0,116.0,0.0
253.0,5.0,250.0,1333.0,315.0,2469.0,3355.0,2.0,815.0,390.0,225.0,225.0,213.0,778.0,2040.0,33.0,237.0,50.0,97.0,162.0,1.0
219.0,35.0,211.0,3684.0,118.0,1195.0,3392.0,21.0,4214.0,90.0,188.0,214.0,251.0,3342.0,3931.0,29.0,216.0,71.0,84.0,82.0,1.0
188.0,-2.0,227.0,4179.0,45.0,190.0,3090.0,2.0,1006.0,60.0,217.0,240.0,220.0,912.0,1986.0,2.0,234.0,75.0,327.0,151.0,0.0
185.0,15.0,224.0,2790.0,293.0,2236.0,3067.0,7.0,1536.0,67.0,199.0,219.0,200.0,60.0,1786.0,3.0,239.0,102.0,28.0,178.0,0.0
237.0,59.0,236.0,2817.0,57.0,1302.0,3252.0,12.0,2941.0,108.0,232.0,208.0,228.0,1776.0,1883.0,-1.0,215.0,30.0,78.0,119.0,1.0
170.0,64.0,223.0,541.0,95.0,6032.0,3286.0,13.0,1550.0,408.0,236.0,244.0,240.0,1146.0,1535.0,120.0,221.0,225.0,286.0,110.0,1.0
205.0,37.0,246.0,2242.0,174.0,3330.0,3310.0,12.0,2491.0,1124.0,237.0,228.0,227.0,532.0,2040.0,142.0,246.0,192.0,13.0,150.0,1.0
189.0,0.0,231.0,1236.0,38.0,277.0,3294.0,8.0,3981.0,170.0,221.0,242.0,220.0,4606.0,3922.0,5.0,222.0,332.0,25.0,137.0,1.0
190.0,78.0,219.0,6808.0,185.0,1189.0,3054.0,16.0,5945.0,67.0,234.0,247.0,221.0,5001.0,2372.0,0.0,249.0,96.0,83.0,156.0,0.0
203.0,20.0,231.0,446.0,25.0,153.0,3268.0,13.0,3312.0,108.0,205.0,210.0,213.0,787.0,2763.0,6.0,212.0,9.0,135.0,133.0,1.0
148.0,128.0,194.0,182.0,245.0,1168.0,2952.0,15.0,5745.0,467.0,233.0,210.0,188.0,5706.0,3547.0,46.0,250.0,117.0,23.0,199.0,0.0
207.0,23.0,226.0,1249.0,94.0,5034.0,3105.0,8.0,1909.0,0.0,247.0,221.0,232.0,4519.0,459.0,0.0,229.0,336.0,109.0,129.0,0.0
222.0,48.0,210.0,3278.0,287.0,201.0,3365.0,11.0,983.0,918.0,215.0,203.0,190.0,5402.0,808.0,166.0,240.0,39.0,146.0,189.0,0.0
216.0,347.0,252.0,4502.0,243.0,4772.0,3446.0,12.0,4075.0,1221.0,250.0,234.0,197.0,641.0,2689.0,321.0,249.0,22.0,335.0,190.0,1.0
214.0,5.0,225.0,1567.0,29.0,3017.0,3258.0,11.0,3304.0,42.0,209.0,238.0,216.0,1144.0,2829.0,0.0,217.0,160.0,3.0,135.0,1.0
210.0,220.0,234.0,930.0,252.0,5716.0,3320.0,6.0,1182.0,90.0,127.0,242.0,207.0,866.0,1667.0,9.0,244.0,265.0,193.0,176.0,1.0
182.0,130.0,242.0,2697.0,21.0,2635.0,3559.0,15.0,1597.0,175.0,243.0,240.0,208.0,5022.0,1357.0,66.0,206.0,349.0,12.0,131.0,1.0
216.0,22.0,178.0,1712.0,98.0,1071.0,3060.0,11.0,5248.0,270.0,242.0,231.0,238.0,5534.0,3360.0,61.0,224.0,37.0,123.0,115.0,0.0
209.0,-11.0,231.0,2223.0,212.0,2024.0,2655.0,32.0,895.0,210.0,225.0,244.0,175.0,4200.0,785.0,-80.0,250.0,107.0,99.0,190.0,0.0
189.0,11.0,220.0,1415.0,344.0,319.0,3138.0,25.0,914.0,484.0,209.0,250.0,161.0,1590.0,1712.0,97.0,192.0,66.0,168.0,163.0,0.0
218.0,55.0,240.0,866.0,64.0,1301.0,3419.0,17.0,3456.0,162.0,228.0,206.0,233.0,1772.0,2638.0,16.0,203.0,45.0,342.0,96.0,1.0
247.0,33.0,240.0,1800.0,183.0,3814.0,2207.0,29.0,1485.0,0.0,242.0,181.0,214.0,1650.0,870.0,0.0,244.0,58.0,284.0,143.0,0.0
212.0,26.0,233.0,607.0,48.0,4954.0,3363.0,14.0,3207.0,301.0,228.0,187.0,224.0,306.0,1610.0,14.0,210.0,355.0,105.0,117.0,1.0
207.0,5.0,217.0,595.0,18.0,3130.0,2234.0,27.0,633.0,258.0,240.0,213.0,187.0,1050.0,886.0,31.0,172.0,12.0,351.0,109.0,0.0
223.0,88.0,240.0,3152.0,236.0,780.0,3235.0,15.0,641.0,366.0,209.0,236.0,192.0,1639.0,1756.0,39.0,252.0,133.0,6.0,196.0,0.0
223.0,20.0,234.0,1639.0,326.0,1678.0,3479.0,10.0,1513.0,218.0,206.0,215.0,195.0,2470.0,1914.0,32.0,229.0,130.0,156.0,173.0,1.0
223.0,27.0,252.0,360.0,83.0,646.0,2891.0,12.0,3031.0,446.0,218.0,195.0,237.0,2874.0,391.0,93.0,218.0,242.0,161.0,110.0,0.0
189.0,45.0,223.0,492.0,90.0,1712.0,3298.0,8.0,3852.0,42.0,222.0,217.0,233.0,3030.0,2294.0,2.0,227.0,223.0,117.0,127.0,1.0
215.0,32.0,246.0,1622.0,8.0,2040.0,2988.0,19.0,865.0,816.0,235.0,201.0,194.0,1939.0,1329.0,216.0,198.0,129.0,126.0,137.0,0.0
225.0,370.0,169.0,1693.0,186.0,997.0,3165.0,15.0,2016.0,180.0,186.0,210.0,221.0,1396.0,2695.0,27.0,250.0,94.0,148.0,158.0,1.0
239.0,13.0,221.0,3127.0,52.0,3314.0,3346.0,9.0,3101.0,408.0,212.0,206.0,225.0,3461.0,3293.0,111.0,221.0,211.0,38.0,130.0,1.0
133.0,58.0,249.0,864.0,357.0,2774.0,3134.0,19.0,1191.0,170.0,237.0,243.0,186.0,124.0,283.0,49.0,202.0,74.0,52.0,151.0,0.0
172.0,115.0,222.0,3409.0,14.0,242.0,3155.0,8.0,5482.0,60.0,212.0,202.0,213.0,541.0,2071.0,8.0,224.0,27.0,78.0,148.0,0.0
237.0,53.0,234.0,2791.0,73.0,2507.0,3242.0,15.0,4066.0,42.0,252.0,207.0,237.0,5143.0,3421.0,4.0,209.0,276.0,143.0,100.0,1.0
233.0,90.0,232.0,3108.0,351.0,2173.0,3481.0,14.0,1253.0,553.0,238.0,224.0,195.0,6239.0,1695.0,136.0,216.0,343.0,192.0,159.0,1.0
212.0,4.0,206.0,150.0,199.0,1860.0,3394.0,15.0,4325.0,618.0,208.0,229.0,214.0,3475.0,2714.0,114.0,252.0,343.0,202.0,169.0,1.0
245.0,71.0,203.0,451.0,339.0,1282.0,2526.0,38.0,648.0,362.0,153.0,175.0,116.0,5002.0,1248.0,149.0,160.0,130.0,164.0,166.0,0.0
241.0,134.0,223.0,3293.0,136.0,760.0,3027.0,23.0,6427.0,90.0,230.0,250.0,248.0,2848.0,3305.0,23.0,223.0,135.0,224.0,90.0,0.0
243.0,50.0,226.0,1084.0,343.0,2760.0,3384.0,10.0,1445.0,511.0,225.0,172.0,200.0,3353.0,1259.0,45.0,225.0,170.0,17.0,163.0,1.0
247.0,-15.0,239.0,2620.0,96.0,2389.0,3437.0,22.0,2614.0,255.0,239.0,192.0,249.0,920.0,1900.0,51.0,202.0,309.0,17.0,70.0,1.0
235.0,21.0,233.0,306.0,47.0,2255.0,3375.0,12.0,3005.0,120.0,202.0,176.0,224.0,3150.0,1622.0,26.0,214.0,14.0,45.0,122.0,1.0
167.0,40.0,240.0,3620.0,214.0,1443.0,3278.0,2.0,5221.0,457.0,193.0,206.0,217.0,2935.0,1733.0,120.0,240.0,19.0,34.0,160.0,0.0
196.0,9.0,240.0,1201.0,355.0,2255.0,3233.0,31.0,1276.0,661.0,213.0,178.0,154.0,2952.0,1532.0,121.0,170.0,354.0,339.0,142.0,1.0
230.0,92.0,247.0,3215.0,320.0,2885.0,2957.0,14.0,1567.0,170.0,207.0,235.0,183.0,488.0,1604.0,37.0,226.0,230.0,43.0,182.0,0.0
215.0,132.0,227.0,1189.0,195.0,738.0,3415.0,11.0,3178.0,1050.0,184.0,209.0,218.0,3674.0,1380.0,66.0,249.0,139.0,88.0,164.0,1.0
233.0,16.0,201.0,708.0,56.0,722.0,3575.0,19.0,1622.0,309.0,232.0,221.0,229.0,2006.0,1489.0,156.0,197.0,34.0,280.0,94.0,1.0
221.0,11.0,212.0,4241.0,196.0,5447.0,3330.0,3.0,926.0,600.0,249.0,211.0,219.0,764.0,1130.0,113.0,242.0,88.0,356.0,160.0,1.0
195.0,58.0,246.0,2659.0,7.0,1365.0,2172.0,27.0,764.0,210.0,199.0,213.0,176.0,2078.0,684.0,-8.0,176.0,230.0,156.0,127.0,0.0
253.0,16.0,202.0,3405.0,137.0,1566.0,2939.0,9.0,4098.0,85.0,228.0,205.0,234.0,4442.0,5106.0,17.0,237.0,59.0,54.0,133.0,0.0
243.0,16.0,206.0,4140.0,252.0,3258.0,3251.0,5.0,319.0,457.0,225.0,222.0,208.0,3468.0,810.0,17.0,244.0,176.0,332.0,173.0,0.0
185.0,-12.0,248.0,2814.0,176.0,2415.0,3140.0,25.0,3511.0,365.0,249.0,239.0,223.0,5095.0,983.0,79.0,244.0,78.0,25.0,137.0,0.0
236.0,97.0,218.0,1826.0,51.0,2223.0,3467.0,10.0,3494.0,696.0,212.0,250.0,225.0,5614.0,1302.0,118.0,218.0,23.0,182.0,126.0,1.0
233.0,23.0,222.0,2043.0,342.0,1426.0,3315.0,15.0,1933.0,1290.0,226.0,238.0,187.0,1471.0,1926.0,298.0,216.0,16.0,71.0,166.0,1.0
210.0,14.0,220.0,5395.0,7.0,997.0,3584.0,8.0,1827.0,433.0,244.0,182.0,210.0,1929.0,1615.0,123.0,224.0,1.0,73.0,151.0,1.0
192.0,12.0,232.0,1254.0,68.0,4624.0,3156.0,8.0,616.0,382.0,230.0,185.0,229.0,4796.0,649.0,93.0,223.0,30.0,162.0,127.0,0.0
228.0,16.0,231.0,1495.0,29.0,162.0,2806.0,14.0,1574.0,201.0,230.0,232.0,214.0,1430.0,2602.0,29.0,208.0,225.0,115.0,127.0,0.0
208.0,26.0,153.0,3789.0,92.0,3672.0,3354.0,11.0,2207.0,85.0,129.0,215.0,237.0,1657.0,3326.0,-11.0,223.0,292.0,22.0,116.0,1.0
230.0,-6.0,240.0,2719.0,318.0,1800.0,2565.0,19.0,153.0,85.0,238.0,211.0,165.0,1249.0,1652.0,30.0,219.0,354.0,177.0,192.0,0.0
188.0,67.0,248.0,600.0,51.0,1710.0,3286.0,13.0,1911.0,256.0,230.0,244.0,226.0,4803.0,1172.0,-15.0,211.0,213.0,351.0,116.0,1.0
229.0,67.0,223.0,2242.0,157.0,4397.0,3367.0,23.0,3807.0,270.0,221.0,196.0,239.0,5626.0,3092.0,138.0,236.0,34.0,323.0,115.0,1.0
222.0,46.0,237.0,1865.0,24.0,3602.0,2617.0,10.0,1501.0,474.0,247.0,228.0,215.0,810.0,1800.0,37.0,218.0,132.0,10.0,139.0,0.0
189.0,22.0,235.0,3384.0,326.0,900.0,3389.0,38.0,1024.0,255.0,237.0,207.0,104.0,866.0,1549.0,126.0,170.0,80.0,239.0,190.0,1.0
177.0,21.0,225.0,2377.0,69.0,4656.0,3432.0,6.0,1207.0,108.0,211.0,231.0,226.0,2919.0,1048.0,9.0,228.0,104.0,103.0,136.0,1.0
217.0,40.0,250.0,5149.0,68.0,774.0,2993.0,20.0,470.0,457.0,218.0,239.0,236.0,495.0,1513.0,190.0,196.0,25.0,114.0,83.0,0.0
193.0,38.0,244.0,488.0,8.0,4022.0,3283.0,24.0,1758.0,228.0,217.0,223.0,184.0,4091.0,566.0,28.0,184.0,270.0,32.0,130.0,1.0
218.0,48.0,232.0,4519.0,348.0,875.0,3408.0,10.0,1473.0,569.0,181.0,251.0,201.0,268.0,1442.0,69.0,223.0,238.0,351.0,161.0,1.0
234.0,41.0,216.0,1867.0,26.0,1110.0,3041.0,6.0,5604.0,537.0,241.0,224.0,217.0,1233.0,5287.0,50.0,227.0,126.0,50.0,146.0,0.0
237.0,10.0,218.0,120.0,49.0,1624.0,2803.0,22.0,864.0,120.0,230.0,222.0,223.0,3102.0,2001.0,46.0,185.0,14.0,0.0,86.0,0.0
234.0,4.0,241.0,228.0,112.0,2916.0,3395.0,15.0,2761.0,0.0,234.0,216.0,245.0,722.0,1350.0,0.0,223.0,314.0,17.0,103.0,1.0
216.0,-13.0,220.0,3192.0,172.0,2016.0,2225.0,28.0,1090.0,30.0,233.0,193.0,224.0,811.0,242.0,8.0,239.0,18.0,69.0,127.0,0.0
184.0,86.0,216.0,2188.0,162.0,1598.0,3233.0,7.0,3814.0,0.0,199.0,237.0,227.0,1022.0,4113.0,0.0,242.0,76.0,330.0,148.0,1.0
213.0,55.0,235.0,1342.0,96.0,864.0,3314.0,14.0,3481.0,108.0,228.0,213.0,242.0,570.0,2629.0,16.0,218.0,276.0,33.0,103.0,1.0
220.0,4.0,227.0,2904.0,15.0,1758.0,3115.0,7.0,5160.0,509.0,236.0,235.0,214.0,3042.0,1506.0,29.0,225.0,54.0,49.0,148.0,0.0
243.0,110.0,178.0,5542.0,191.0,2989.0,3394.0,6.0,2724.0,0.0,239.0,211.0,220.0,3264.0,446.0,0.0,245.0,7.0,22.0,160.0,1.0
198.0,102.0,253.0,853.0,24.0,2854.0,3324.0,6.0,1381.0,0.0,237.0,204.0,217.0,1050.0,3499.0,0.0,226.0,229.0,134.0,146.0,0.0
243.0,205.0,218.0,430.0,180.0,2619.0,3400.0,9.0,3005.0,1040.0,200.0,230.0,224.0,2701.0,1597.0,161.0,246.0,175.0,312.0,155.0,1.0
216.0,163.0,234.0,234.0,9.0,4484.0,2916.0,10.0,2402.0,339.0,233.0,202.0,209.0,2766.0,2432.0,6.0,219.0,274.0,309.0,148.0,0.0
204.0,111.0,200.0,2525.0,297.0,942.0,3085.0,12.0,2239.0,120.0,231.0,154.0,187.0,3583.0,3161.0,19.0,236.0,6.0,320.0,189.0,0.0
183.0,28.0,194.0,854.0,250.0,6076.0,3428.0,14.0,5332.0,30.0,235.0,214.0,189.0,1347.0,3933.0,7.0,249.0,319.0,143.0,198.0,1.0
235.0,-2.0,208.0,421.0,346.0,492.0,3399.0,9.0,1550.0,404.0,206.0,176.0,203.0,4298.0,1187.0,60.0,227.0,227.0,336.0,162.0,1.0
208.0,-36.0,250.0,2001.0,27.0,514.0,2715.0,5.0,2315.0,192.0,231.0,216.0,218.0,1994.0,5049.0,19.0,228.0,354.0,246.0,147.0,0.0
231.0,0.0,245.0,566.0,69.0,5344.0,2803.0,3.0,895.0,295.0,162.0,211.0,223.0,1150.0,782.0,26.0,233.0,61.0,42.0,145.0,0.0
232.0,66.0,234.0,2628.0,60.0,3449.0,3359.0,16.0,3653.0,175.0,227.0,191.0,231.0,1797.0,2613.0,-32.0,205.0,286.0,120.0,102.0,1.0
167.0,-2.0,227.0,2412.0,3.0,150.0,3320.0,24.0,1410.0,828.0,217.0,238.0,180.0,3734.0,1664.0,170.0,186.0,317.0,251.0,137.0,1.0
193.0,9.0,209.0,1978.0,18.0,2051.0,3164.0,12.0,2015.0,376.0,247.0,214.0,211.0,2825.0,2678.0,40.0,215.0,45.0,37.0,139.0,0.0
212.0,6.0,236.0,1159.0,103.0,4149.0,2480.0,10.0,525.0,134.0,237.0,229.0,237.0,3320.0,1410.0,28.0,227.0,133.0,37.0,120.0,0.0
228.0,0.0,233.0,1034.0,94.0,5666.0,3258.0,30.0,2173.0,42.0,241.0,226.0,251.0,2421.0,153.0,12.0,181.0,279.0,73.0,37.0,1.0
222.0,95.0,161.0,1129.0,72.0,1464.0,3420.0,6.0,2666.0,454.0,213.0,238.0,227.0,1243.0,1406.0,71.0,228.0,268.0,107.0,136.0,1.0
243.0,86.0,214.0,1471.0,25.0,488.0,3349.0,11.0,2376.0,30.0,219.0,174.0,215.0,1825.0,1224.0,1.0,216.0,46.0,225.0,137.0,1.0
222.0,10.0,236.0,2678.0,348.0,1140.0,2182.0,22.0,1392.0,67.0,211.0,218.0,173.0,1604.0,907.0,25.0,198.0,12.0,39.0,159.0,0.0
232.0,-3.0,216.0,2281.0,343.0,4213.0,3391.0,10.0,1487.0,469.0,222.0,208.0,200.0,5311.0,1237.0,52.0,225.0,263.0,25.0,163.0,1.0
200.0,36.0,250.0,2589.0,112.0,3463.0,2800.0,10.0,1106.0,283.0,207.0,159.0,238.0,1392.0,2591.0,29.0,229.0,145.0,110.0,121.0,0.0
211.0,51.0,179.0,1865.0,2.0,1184.0,3062.0,23.0,2635.0,725.0,221.0,182.0,181.0,1091.0,2371.0,25.0,188.0,132.0,33.0,139.0,0.0
240.0,14.0,227.0,2368.0,211.0,2764.0,3200.0,4.0,5961.0,402.0,237.0,158.0,216.0,3264.0,2338.0,42.0,244.0,301.0,201.0,164.0,0.0
229.0,100.0,225.0,1159.0,157.0,1253.0,2909.0,13.0,3345.0,306.0,226.0,230.0,234.0,1731.0,3531.0,57.0,241.0,276.0,294.0,135.0,0.0
160.0,3.0,250.0,150.0,358.0,540.0,3442.0,34.0,3810.0,182.0,238.0,226.0,148.0,3610.0,2376.0,71.0,158.0,6.0,254.0,133.0,1.0
206.0,170.0,221.0,872.0,9.0,3114.0,3520.0,14.0,1426.0,446.0,233.0,221.0,204.0,1275.0,1878.0,153.0,212.0,45.0,346.0,144.0,1.0
239.0,8.0,228.0,4213.0,97.0,1741.0,3332.0,22.0,1261.0,420.0,182.0,198.0,249.0,2055.0,984.0,175.0,204.0,52.0,48.0,72.0,1.0
243.0,210.0,223.0,4185.0,227.0,942.0,3220.0,9.0,2123.0,446.0,240.0,244.0,208.0,90.0,1866.0,58.0,248.0,335.0,45.0,177.0,0.0
167.0,5.0,199.0,1536.0,82.0,2550.0,3313.0,11.0,2232.0,60.0,222.0,223.0,235.0,3638.0,2784.0,13.0,220.0,128.0,35.0,115.0,1.0
220.0,0.0,216.0,2112.0,81.0,2797.0,2719.0,24.0,1136.0,212.0,231.0,182.0,244.0,1437.0,902.0,79.0,190.0,173.0,302.0,62.0,0.0
216.0,14.0,218.0,1187.0,334.0,6101.0,3340.0,7.0,850.0,541.0,245.0,240.0,204.0,2164.0,1574.0,29.0,231.0,70.0,27.0,166.0,1.0
222.0,218.0,187.0,1691.0,104.0,1208.0,2733.0,19.0,1909.0,67.0,241.0,211.0,249.0,1624.0,242.0,21.0,212.0,255.0,180.0,83.0,0.0
202.0,169.0,216.0,1575.0,278.0,3360.0,3220.0,20.0,277.0,553.0,207.0,234.0,162.0,1705.0,2244.0,79.0,239.0,62.0,63.0,215.0,0.0
229.0,63.0,254.0,2826.0,79.0,1343.0,2796.0,25.0,2067.0,30.0,235.0,242.0,243.0,1034.0,1698.0,-14.0,186.0,236.0,252.0,57.0,0.0
236.0,0.0,193.0,2445.0,343.0,3509.0,2748.0,15.0,3003.0,124.0,171.0,212.0,188.0,5106.0,990.0,20.0,216.0,270.0,300.0,166.0,0.0
180.0,10.0,209.0,4307.0,23.0,2285.0,3231.0,26.0,4147.0,85.0,175.0,216.0,195.0,2866.0,1328.0,29.0,176.0,217.0,116.0,107.0,1.0
243.0,-7.0,209.0,1316.0,18.0,1296.0,2508.0,5.0,499.0,95.0,215.0,200.0,216.0,1154.0,1464.0,16.0,230.0,65.0,355.0,151.0,0.0
247.0,16.0,221.0,4119.0,225.0,1333.0,3041.0,9.0,5798.0,573.0,229.0,202.0,208.0,510.0,2989.0,-35.0,249.0,59.0,140.0,177.0,0.0
146.0,24.0,214.0,4897.0,89.0,424.0,3348.0,12.0,2164.0,120.0,177.0,211.0,237.0,335.0,3305.0,-17.0,221.0,311.0,10.0,113.0,1.0
228.0,12.0,239.0,3542.0,216.0,175.0,3264.0,6.0,1310.0,150.0,185.0,234.0,214.0,793.0,1048.0,28.0,246.0,243.0,21.0,168.0,0.0
201.0,0.0,234.0,3413.0,32.0,566.0,2329.0,12.0,1095.0,150.0,237.0,235.0,217.0,4220.0,1055.0,22.0,213.0,51.0,48.0,129.0,0.0
230.0,15.0,216.0,1107.0,54.0,4429.0,3146.0,16.0,5256.0,201.0,203.0,208.0,228.0,390.0,2883.0,30.0,204.0,66.0,120.0,105.0,0.0
228.0,16.0,227.0,1033.0,190.0,1148.0,3361.0,11.0,4324.0,127.0,228.0,241.0,220.0,1092.0,3376.0,11.0,248.0,333.0,285.0,161.0,1.0
227.0,0.0,230.0,5389.0,103.0,1355.0,3351.0,40.0,4013.0,218.0,236.0,228.0,250.0,5328.0,3518.0,113.0,157.0,289.0,168.0,0.0,1.0
210.0,12.0,211.0,1549.0,297.0,1507.0,3435.0,23.0,4116.0,1127.0,195.0,218.0,148.0,1639.0,2613.0,308.0,225.0,243.0,25.0,214.0,1.0
201.0,0.0,221.0,234.0,92.0,1173.0,2696.0,11.0,1307.0,0.0,232.0,230.0,238.0,1104.0,708.0,0.0,222.0,267.0,319.0,114.0,0.0
249.0,14.0,254.0,659.0,203.0,560.0,3236.0,14.0,2927.0,124.0,224.0,227.0,212.0,4287.0,120.0,36.0,252.0,128.0,108.0,172.0,1.0
239.0,221.0,214.0,765.0,49.0,2155.0,2588.0,10.0,865.0,67.0,198.0,185.0,224.0,457.0,1321.0,9.0,218.0,48.0,252.0,127.0,0.0
215.0,108.0,214.0,1307.0,147.0,1572.0,3083.0,8.0,1734.0,484.0,235.0,190.0,231.0,607.0,757.0,45.0,239.0,193.0,71.0,140.0,0.0
208.0,17.0,236.0,4475.0,131.0,1249.0,3400.0,22.0,4106.0,120.0,208.0,241.0,249.0,2311.0,3757.0,37.0,222.0,168.0,151.0,90.0,1.0
230.0,161.0,229.0,2278.0,259.0,2070.0,3053.0,8.0,3037.0,42.0,218.0,191.0,200.0,4502.0,1441.0,6.0,245.0,68.0,358.0,184.0,0.0
183.0,13.0,194.0,1207.0,6.0,1816.0,3184.0,18.0,2753.0,60.0,238.0,227.0,195.0,5963.0,2664.0,21.0,203.0,59.0,16.0,142.0,1.0
244.0,41.0,249.0,5139.0,30.0,2525.0,2815.0,14.0,1906.0,391.0,242.0,236.0,215.0,1215.0,912.0,49.0,208.0,113.0,99.0,126.0,0.0
226.0,0.0,245.0,1188.0,160.0,1499.0,2794.0,5.0,2689.0,127.0,227.0,233.0,225.0,3900.0,2300.0,4.0,241.0,60.0,352.0,150.0,0.0
210.0,4.0,166.0,4217.0,40.0,6152.0,3198.0,15.0,4472.0,342.0,236.0,164.0,220.0,1168.0,1565.0,26.0,207.0,216.0,358.0,118.0,0.0
216.0,-14.0,250.0,67.0,119.0,3205.0,2996.0,12.0,4650.0,323.0,239.0,211.0,240.0,2638.0,1632.0,82.0,229.0,28.0,60.0,117.0,0.0
238.0,20.0,229.0,1513.0,315.0,5221.0,3475.0,7.0,5210.0,277.0,165.0,216.0,201.0,3930.0,4170.0,35.0,234.0,36.0,80.0,173.0,1.0
153.0,-8.0,236.0,2423.0,333.0,994.0,3375.0,11.0,1110.0,854.0,236.0,204.0,195.0,3108.0,2002.0,125.0,226.0,356.0,321.0,170.0,1.0
241.0,59.0,192.0,5261.0,60.0,840.0,3216.0,13.0,4334.0,42.0,189.0,217.0,230.0,2067.0,1953.0,10.0,212.0,357.0,210.0,113.0,0.0
232.0,0.0,237.0,469.0,354.0,3959.0,2942.0,18.0,721.0,295.0,199.0,234.0,187.0,930.0,1731.0,85.0,205.0,13.0,240.0,154.0,0.0
172.0,41.0,208.0,579.0,335.0,3192.0,2231.0,20.0,750.0,495.0,228.0,236.0,170.0,234.0,993.0,89.0,209.0,346.0,29.0,176.0,0.0
204.0,0.0,240.0,1604.0,3.0,1165.0,3318.0,29.0,2474.0,42.0,242.0,216.0,168.0,2285.0,510.0,14.0,171.0,136.0,356.0,129.0,1.0
219.0,102.0,231.0,1237.0,6.0,930.0,3309.0,12.0,2845.0,466.0,223.0,191.0,205.0,997.0,3328.0,85.0,217.0,18.0,40.0,148.0,1.0
185.0,-22.0,213.0,2096.0,288.0,735.0,2319.0,21.0,1321.0,309.0,199.0,235.0,158.0,3549.0,886.0,152.0,233.0,18.0,61.0,213.0,0.0
200.0,64.0,225.0,3690.0,123.0,932.0,2945.0,11.0,5730.0,306.0,220.0,212.0,239.0,618.0,4243.0,9.0,231.0,45.0,8.0,121.0,0.0
213.0,4.0,210.0,1575.0,65.0,779.0,3389.0,13.0,2674.0,85.0,242.0,217.0,232.0,382.0,2295.0,11.0,214.0,351.0,90.0,112.0,1.0
234.0,78.0,228.0,2820.0,128.0,3653.0,3415.0,11.0,2163.0,525.0,203.0,150.0,239.0,1020.0,1410.0,182.0,233.0,175.0,185.0,123.0,1.0
227.0,13.0,219.0,930.0,1.0,3601.0,3009.0,11.0,2809.0,95.0,253.0,244.0,204.0,726.0,1664.0,10.0,219.0,186.0,23.0,152.0,0.0
234.0,5.0,225.0,6004.0,257.0,3637.0,3053.0,13.0,3085.0,283.0,238.0,244.0,190.0,2349.0,926.0,43.0,247.0,42.0,290.0,195.0,0.0
199.0,2.0,228.0,2343.0,350.0,2352.0,3239.0,20.0,2694.0,162.0,236.0,187.0,179.0,1338.0,2630.0,57.0,202.0,47.0,27.0,157.0,0.0
224.0,49.0,248.0,1271.0,45.0,3185.0,3212.0,4.0,5760.0,30.0,229.0,173.0,221.0,4590.0,702.0,0.0,231.0,40.0,53.0,146.0,0.0
223.0,56.0,243.0,2573.0,36.0,631.0,2514.0,17.0,1832.0,60.0,215.0,211.0,217.0,2296.0,960.0,24.0,201.0,60.0,27.0,114.0,0.0
190.0,-35.0,205.0,677.0,170.0,1972.0,2970.0,7.0,1261.0,418.0,229.0,207.0,225.0,5010.0,1921.0,10.0,243.0,8.0,73.0,152.0,0.0
213.0,25.0,223.0,3631.0,210.0,1536.0,3434.0,14.0,2259.0,690.0,235.0,252.0,208.0,488.0,930.0,234.0,253.0,310.0,34.0,177.0,1.0
174.0,0.0,212.0,1148.0,173.0,1431.0,2838.0,23.0,1591.0,426.0,242.0,206.0,227.0,1575.0,1566.0,50.0,244.0,46.0,34.0,136.0,0.0
243.0,77.0,236.0,2290.0,116.0,1434.0,3041.0,10.0,532.0,446.0,224.0,225.0,238.0,3240.0,1371.0,-57.0,230.0,346.0,318.0,122.0,0.0
249.0,0.0,176.0,1048.0,0.0,4549.0,3132.0,15.0,4267.0,150.0,238.0,251.0,197.0,751.0,3051.0,16.0,211.0,63.0,355.0,150.0,0.0
246.0,53.0,239.0,3271.0,310.0,1521.0,3081.0,27.0,2664.0,212.0,253.0,201.0,138.0,3435.0,2800.0,49.0,211.0,276.0,15.0,208.0,0.0
233.0,1.0,252.0,2531.0,31.0,1935.0,2975.0,11.0,4606.0,127.0,159.0,224.0,217.0,5239.0,1894.0,1.0,216.0,312.0,36.0,133.0,0.0
220.0,54.0,231.0,3022.0,128.0,1172.0,3424.0,20.0,4039.0,182.0,236.0,237.0,248.0,2399.0,3716.0,61.0,224.0,340.0,188.0,94.0,1.0
239.0,245.0,233.0,3756.0,32.0,932.0,2975.0,7.0,2185.0,150.0,224.0,165.0,219.0,3046.0,1273.0,-32.0,224.0,69.0,3.0,142.0,0.0
228.0,1.0,238.0,3719.0,51.0,2831.0,3390.0,10.0,2876.0,190.0,245.0,237.0,225.0,335.0,1513.0,41.0,219.0,232.0,64.0,127.0,1.0
