0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
6.0,1.0,1.0,1.0,10.0,20.0,0.2199999988079071,4.5,4.440000057220459,90.0,0.009999999776482582,5.0,4.0,0.0,0.0,0.0,3.0,1.0,7.0,3.0,1.0,0.0
2.0,1.0,1.0,1.0,4.0,8.0,0.6700000166893005,1.5,5.329999923706055,12.0,0.0,0.6700000166893005,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0
2.0,1.0,1.0,1.0,4.0,8.0,0.6700000166893005,1.5,5.329999923706055,12.0,0.0,0.6700000166893005,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0
2.0,1.0,1.0,1.0,5.0,11.609999656677246,0.6700000166893005,1.5,7.739999771118164,17.40999984741211,0.0,0.9700000286102295,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,0.0
2.0,1.0,1.0,1.0,5.0,11.609999656677246,0.6700000166893005,1.5,7.739999771118164,17.40999984741211,0.0,0.9700000286102295,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,0.0
28.0,4.0,1.0,1.0,60.0,278.6300048828125,0.07999999821186066,12.460000038146973,22.360000610351562,3472.179931640625,0.09000000357627869,192.89999389648438,22.0,0.0,1.0,0.0,12.0,13.0,33.0,27.0,7.0,0.0
28.0,4.0,1.0,1.0,60.0,278.6300048828125,0.07999999821186066,12.460000038146973,22.360000610351562,3472.179931640625,0.09000000357627869,192.89999389648438,22.0,0.0,1.0,0.0,12.0,13.0,33.0,27.0,7.0,0.0
23.0,3.0,1.0,3.0,55.0,241.5800018310547,0.10000000149011612,9.899999618530273,24.399999618530273,2391.6201171875,0.07999999821186066,132.8699951171875,18.0,2.0,1.0,0.0,11.0,10.0,37.0,18.0,5.0,0.0
4.0,1.0,1.0,1.0,7.0,18.09000015258789,0.6700000166893005,1.5,12.0600004196167,27.139999389648438,0.009999999776482582,1.5099999904632568,0.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,1.0,0.0
4.0,1.0,1.0,1.0,7.0,18.09000015258789,0.6700000166893005,1.5,12.0600004196167,27.139999389648438,0.009999999776482582,1.5099999904632568,0.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,1.0,0.0
4.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0
35.0,2.0,1.0,1.0,141.0,734.530029296875,0.10000000149011612,9.8100004196167,74.83999633789062,7209.2998046875,0.23999999463558197,400.5199890136719,31.0,0.0,2.0,0.0,10.0,27.0,88.0,53.0,3.0,0.0
4.0,1.0,1.0,1.0,4.0,8.0,0.6700000166893005,1.5,5.329999923706055,12.0,0.0,0.6700000166893005,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0
4.0,1.0,1.0,1.0,7.0,18.09000015258789,0.6700000166893005,1.5,12.0600004196167,27.139999389648438,0.009999999776482582,1.5099999904632568,0.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,1.0,0.0
4.0,1.0,1.0,1.0,7.0,18.09000015258789,0.6700000166893005,1.5,12.0600004196167,27.139999389648438,0.009999999776482582,1.5099999904632568,0.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,1.0,0.0
4.0,1.0,1.0,1.0,9.0,28.530000686645508,0.28999999165534973,3.5,8.149999618530273,99.8499984741211,0.009999999776482582,5.550000190734863,2.0,0.0,0.0,0.0,7.0,2.0,7.0,2.0,1.0,0.0
47.0,3.0,1.0,3.0,94.0,478.2200012207031,0.09000000357627869,11.760000228881836,40.65999984741211,5624.7998046875,0.1599999964237213,312.489990234375,33.0,7.0,4.0,0.0,13.0,21.0,56.0,38.0,5.0,0.0
4.0,1.0,1.0,1.0,8.0,24.0,0.4000000059604645,2.5,9.600000381469727,60.0,0.009999999776482582,3.3299999237060547,2.0,0.0,0.0,0.0,5.0,3.0,5.0,3.0,1.0,0.0
41.0,5.0,3.0,5.0,99.0,490.4700012207031,0.09000000357627869,10.739999771118164,45.68000030517578,5266.0498046875,0.1599999964237213,292.55999755859375,37.0,1.0,1.0,0.0,12.0,19.0,65.0,34.0,8.0,0.0
41.0,5.0,3.0,5.0,132.0,682.4299926757812,0.07999999821186066,12.149999618530273,56.15999984741211,8293.009765625,0.23000000417232513,460.7200012207031,37.0,1.0,1.0,0.0,13.0,23.0,89.0,43.0,8.0,0.0
53.0,5.0,3.0,5.0,174.0,982.030029296875,0.07999999821186066,12.0,81.83999633789062,11784.3701171875,0.33000001311302185,654.6900024414062,49.0,0.0,2.0,0.0,15.0,35.0,118.0,56.0,8.0,0.0
15.0,4.0,3.0,4.0,49.0,218.50999450683594,0.05999999865889549,16.6299991607666,13.140000343322754,3632.760009765625,0.07000000029802322,201.82000732421875,12.0,0.0,1.0,0.0,14.0,8.0,30.0,19.0,7.0,0.0
14.0,2.0,1.0,2.0,42.0,178.41000366210938,0.09000000357627869,11.0,16.209999084472656,1962.5400390625,0.05999999865889549,109.02999877929688,10.0,0.0,1.0,0.0,11.0,8.0,26.0,16.0,3.0,0.0
82.0,9.0,1.0,9.0,191.0,1072.4100341796875,0.05999999865889549,15.760000228881836,68.05999755859375,16898.580078125,0.36000001430511475,938.8099975585938,74.0,0.0,3.0,0.0,16.0,33.0,126.0,65.0,16.0,0.0
41.0,5.0,3.0,5.0,100.0,504.44000244140625,0.09000000357627869,11.050000190734863,45.650001525878906,5574.06005859375,0.17000000178813934,309.6700134277344,38.0,1.0,0.0,0.0,13.0,20.0,66.0,34.0,8.0,0.0
60.0,6.0,1.0,5.0,156.0,818.6799926757812,0.05999999865889549,16.3700008392334,49.97999954223633,13409.919921875,0.27000001072883606,745.0,50.0,4.0,4.0,0.0,13.0,25.0,93.0,63.0,11.0,0.0
12.0,1.0,1.0,1.0,19.0,72.33999633789062,0.20999999344348907,4.670000076293945,15.5,337.5899963378906,0.019999999552965164,18.75,6.0,2.0,2.0,0.0,8.0,6.0,12.0,7.0,1.0,0.0
11.0,3.0,1.0,3.0,26.0,93.20999908447266,0.1599999964237213,6.300000190734863,14.800000190734863,587.219970703125,0.029999999329447746,32.61000061035156,8.0,0.0,1.0,0.0,7.0,5.0,17.0,9.0,5.0,0.0
68.0,7.0,1.0,7.0,165.0,945.1099853515625,0.05999999865889549,16.459999084472656,57.43000030517578,15553.759765625,0.3199999928474426,864.0999755859375,58.0,1.0,4.0,0.0,18.0,35.0,101.0,64.0,12.0,0.0
11.0,1.0,1.0,1.0,22.0,76.11000061035156,0.30000001192092896,3.3299999237060547,22.829999923706055,253.69000244140625,0.029999999329447746,14.09000015258789,6.0,1.0,2.0,0.0,5.0,6.0,14.0,8.0,1.0,0.0
60.0,11.0,5.0,11.0,155.0,795.0399780273438,0.05000000074505806,18.3799991607666,43.27000045776367,14608.83984375,0.27000001072883606,811.5999755859375,50.0,4.0,4.0,0.0,15.0,20.0,106.0,49.0,21.0,0.0
24.0,4.0,1.0,4.0,68.0,303.239990234375,0.11999999731779099,8.289999961853027,36.599998474121094,2512.570068359375,0.10000000149011612,139.58999633789062,19.0,0.0,0.0,0.0,8.0,14.0,39.0,29.0,7.0,0.0
51.0,13.0,8.0,13.0,138.0,713.4500122070312,0.05000000074505806,20.1299991607666,35.439998626708984,14362.8701171875,0.23999999463558197,797.9400024414062,44.0,3.0,2.0,0.0,17.0,19.0,93.0,45.0,25.0,0.0
12.0,2.0,1.0,2.0,32.0,130.8000030517578,0.1599999964237213,6.21999979019165,21.020000457763672,813.8599853515625,0.03999999910593033,45.209999084472656,7.0,0.0,0.0,0.0,8.0,9.0,18.0,14.0,3.0,0.0
13.0,1.0,1.0,1.0,19.0,74.2300033569336,0.33000001311302185,3.0,24.739999771118164,222.69000244140625,0.019999999552965164,12.369999885559082,7.0,0.0,1.0,0.0,6.0,9.0,10.0,9.0,1.0,0.0
4.0,1.0,1.0,1.0,7.0,19.649999618530273,0.4000000059604645,2.5,7.860000133514404,49.130001068115234,0.009999999776482582,2.7300000190734863,2.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,1.0,0.0
16.0,2.0,1.0,2.0,32.0,133.44000244140625,0.18000000715255737,5.599999904632568,23.829999923706055,747.25,0.03999999910593033,41.5099983215332,11.0,0.0,1.0,0.0,8.0,10.0,18.0,14.0,3.0,0.0
4.0,1.0,1.0,1.0,7.0,19.649999618530273,0.4000000059604645,2.5,7.860000133514404,49.130001068115234,0.009999999776482582,2.7300000190734863,2.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,1.0,0.0
12.0,2.0,1.0,2.0,32.0,130.8000030517578,0.1599999964237213,6.21999979019165,21.020000457763672,813.8599853515625,0.03999999910593033,45.209999084472656,7.0,0.0,0.0,0.0,8.0,9.0,18.0,14.0,3.0,0.0
51.0,13.0,8.0,13.0,138.0,713.4500122070312,0.05000000074505806,20.1299991607666,35.439998626708984,14362.8701171875,0.23999999463558197,797.9400024414062,44.0,3.0,2.0,0.0,17.0,19.0,93.0,45.0,25.0,0.0
13.0,1.0,1.0,1.0,19.0,74.2300033569336,0.33000001311302185,3.0,24.739999771118164,222.69000244140625,0.019999999552965164,12.369999885559082,7.0,0.0,1.0,0.0,6.0,9.0,10.0,9.0,1.0,0.0
4.0,1.0,1.0,1.0,7.0,19.649999618530273,0.4000000059604645,2.5,7.860000133514404,49.130001068115234,0.009999999776482582,2.7300000190734863,2.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,1.0,0.0
24.0,3.0,3.0,3.0,49.0,221.64999389648438,0.23000000417232513,4.380000114440918,50.65999984741211,969.739990234375,0.07000000029802322,53.869998931884766,20.0,0.0,2.0,0.0,7.0,16.0,29.0,20.0,5.0,0.0
54.0,18.0,11.0,18.0,150.0,781.4199829101562,0.07000000029802322,13.4399995803833,58.13999938964844,10502.259765625,0.25999999046325684,583.4600219726562,49.0,1.0,2.0,0.0,12.0,25.0,94.0,56.0,35.0,0.0
13.0,2.0,1.0,2.0,29.0,120.93000030517578,0.15000000596046448,6.869999885559082,17.59000015258789,831.3800048828125,0.03999999910593033,46.189998626708984,10.0,0.0,1.0,0.0,10.0,8.0,18.0,11.0,3.0,0.0
7.0,1.0,1.0,1.0,14.0,50.189998626708984,0.33000001311302185,3.0,16.729999542236328,150.57000732421875,0.019999999552965164,8.359999656677246,3.0,0.0,0.0,0.0,6.0,6.0,8.0,6.0,1.0,0.0
8.0,1.0,1.0,1.0,14.0,50.189998626708984,0.33000001311302185,3.0,16.729999542236328,150.57000732421875,0.019999999552965164,8.359999656677246,4.0,0.0,1.0,0.0,6.0,6.0,8.0,6.0,1.0,0.0
25.0,4.0,1.0,4.0,77.0,361.92999267578125,0.09000000357627869,11.729999542236328,30.850000381469727,4246.68994140625,0.11999999731779099,235.92999267578125,20.0,0.0,0.0,0.0,11.0,15.0,45.0,32.0,7.0,0.0
7.0,1.0,1.0,1.0,14.0,50.189998626708984,0.33000001311302185,3.0,16.729999542236328,150.57000732421875,0.019999999552965164,8.359999656677246,3.0,0.0,0.0,0.0,6.0,6.0,8.0,6.0,1.0,0.0
53.0,7.0,3.0,7.0,181.0,963.27001953125,0.05000000074505806,21.670000076293945,44.459999084472656,20870.830078125,0.3199999928474426,1159.489990234375,44.0,0.0,4.0,0.0,16.0,24.0,116.0,65.0,13.0,0.0
64.0,12.0,5.0,12.0,171.0,890.8200073242188,0.05000000074505806,19.09000015258789,46.65999984741211,17006.5,0.30000001192092896,944.8099975585938,53.0,4.0,5.0,0.0,15.0,22.0,115.0,56.0,23.0,0.0
18.0,1.0,1.0,1.0,40.0,166.8000030517578,0.18000000715255737,5.409999847412109,30.84000015258789,902.219970703125,0.05999999865889549,50.119998931884766,9.0,0.0,4.0,0.0,7.0,11.0,23.0,17.0,1.0,0.0
5.0,1.0,1.0,1.0,9.0,28.530000686645508,0.33000001311302185,3.0,9.510000228881836,85.58999633789062,0.009999999776482582,4.75,2.0,0.0,0.0,0.0,6.0,3.0,6.0,3.0,1.0,0.0
13.0,2.0,1.0,2.0,32.0,130.8000030517578,0.1599999964237213,6.21999979019165,21.020000457763672,813.8599853515625,0.03999999910593033,45.209999084472656,7.0,0.0,0.0,0.0,8.0,9.0,18.0,14.0,3.0,0.0
15.0,1.0,1.0,1.0,21.0,84.0,0.33000001311302185,3.0,28.0,252.0,0.029999999329447746,14.0,8.0,0.0,1.0,0.0,6.0,10.0,11.0,10.0,1.0,0.0
4.0,1.0,1.0,1.0,7.0,19.649999618530273,0.4000000059604645,2.5,7.860000133514404,49.130001068115234,0.009999999776482582,2.7300000190734863,2.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,1.0,0.0
23.0,2.0,1.0,2.0,44.0,199.0399932861328,0.15000000596046448,6.539999961853027,30.440000534057617,1301.3900146484375,0.07000000029802322,72.30000305175781,19.0,0.0,0.0,0.0,10.0,13.0,27.0,17.0,3.0,0.0
4.0,1.0,1.0,1.0,5.0,11.609999656677246,0.6700000166893005,1.5,7.739999771118164,17.40999984741211,0.0,0.9700000286102295,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,0.0
4.0,1.0,1.0,1.0,5.0,11.609999656677246,0.6700000166893005,1.5,7.739999771118164,17.40999984741211,0.0,0.9700000286102295,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,0.0
48.0,6.0,3.0,6.0,133.0,682.1900024414062,0.05999999865889549,16.670000076293945,40.93000030517578,11369.91015625,0.23000000417232513,631.6599731445312,41.0,3.0,2.0,0.0,14.0,21.0,83.0,50.0,11.0,0.0
24.0,3.0,3.0,3.0,69.0,312.1300048828125,0.15000000596046448,6.559999942779541,47.560001373291016,2048.330078125,0.10000000149011612,113.80000305175781,19.0,0.0,3.0,0.0,7.0,16.0,39.0,30.0,5.0,0.0
15.0,1.0,1.0,1.0,47.0,223.47999572753906,0.4000000059604645,2.5,89.38999938964844,558.7000122070312,0.07000000029802322,31.040000915527344,12.0,0.0,1.0,0.0,5.0,22.0,25.0,22.0,1.0,0.0
39.0,5.0,3.0,5.0,86.0,430.0,0.09000000357627869,11.670000076293945,36.86000061035156,5016.669921875,0.14000000059604645,278.70001220703125,33.0,1.0,1.0,0.0,14.0,18.0,56.0,30.0,8.0,0.0
63.0,8.0,1.0,7.0,145.0,805.4199829101562,0.05999999865889549,15.520000457763672,51.900001525878906,12497.8203125,0.27000001072883606,694.3200073242188,57.0,0.0,0.0,0.0,18.0,29.0,95.0,50.0,14.0,0.0
23.0,2.0,1.0,2.0,58.0,265.92999267578125,0.14000000059604645,6.900000095367432,38.540000915527344,1834.9000244140625,0.09000000357627869,101.94000244140625,16.0,1.0,3.0,0.0,9.0,15.0,35.0,23.0,3.0,0.0
17.0,1.0,1.0,1.0,40.0,175.69000244140625,0.17000000178813934,6.0,29.280000686645508,1054.1600341796875,0.05999999865889549,58.560001373291016,9.0,1.0,3.0,0.0,9.0,12.0,24.0,16.0,1.0,0.0
34.0,3.0,1.0,3.0,80.0,380.3900146484375,0.10999999940395355,8.819999694824219,43.11000061035156,3356.389892578125,0.12999999523162842,186.47000122070312,28.0,1.0,2.0,0.0,10.0,17.0,50.0,30.0,5.0,0.0
26.0,2.0,1.0,2.0,63.0,296.1300048828125,0.10999999940395355,8.800000190734863,33.650001525878906,2605.919921875,0.10000000149011612,144.77000427246094,19.0,1.0,2.0,0.0,11.0,15.0,39.0,24.0,3.0,0.0
22.0,2.0,1.0,2.0,56.0,253.32000732421875,0.14000000059604645,7.070000171661377,35.81999969482422,1791.3299560546875,0.07999999821186066,99.5199966430664,16.0,1.0,2.0,0.0,9.0,14.0,34.0,22.0,3.0,0.0
31.0,3.0,1.0,3.0,79.0,379.7799987792969,0.10000000149011612,9.710000038146973,39.130001068115234,3686.110107421875,0.12999999523162842,204.77999877929688,25.0,1.0,2.0,0.0,11.0,17.0,49.0,30.0,5.0,0.0
23.0,2.0,1.0,2.0,56.0,253.32000732421875,0.14000000059604645,7.070000171661377,35.81999969482422,1791.3299560546875,0.07999999821186066,99.5199966430664,16.0,1.0,3.0,0.0,9.0,14.0,34.0,22.0,3.0,0.0
24.0,2.0,1.0,2.0,56.0,263.2200012207031,0.11999999731779099,8.069999694824219,32.630001068115234,2123.35009765625,0.09000000357627869,117.95999908447266,16.0,1.0,3.0,0.0,11.0,15.0,34.0,22.0,3.0,0.0
16.0,1.0,1.0,1.0,40.0,175.69000244140625,0.17000000178813934,6.0,29.280000686645508,1054.1600341796875,0.05999999865889549,58.560001373291016,9.0,1.0,2.0,0.0,9.0,12.0,24.0,16.0,1.0,0.0
23.0,2.0,1.0,2.0,58.0,265.92999267578125,0.14000000059604645,6.900000095367432,38.540000915527344,1834.9000244140625,0.09000000357627869,101.94000244140625,16.0,1.0,3.0,0.0,9.0,15.0,35.0,23.0,3.0,0.0
16.0,1.0,1.0,1.0,40.0,175.69000244140625,0.17000000178813934,6.0,29.280000686645508,1054.1600341796875,0.05999999865889549,58.560001373291016,9.0,1.0,2.0,0.0,9.0,12.0,24.0,16.0,1.0,0.0
16.0,1.0,1.0,1.0,40.0,175.69000244140625,0.17000000178813934,6.0,29.280000686645508,1054.1600341796875,0.05999999865889549,58.560001373291016,9.0,1.0,2.0,0.0,9.0,12.0,24.0,16.0,1.0,0.0
16.0,1.0,1.0,1.0,40.0,175.69000244140625,0.17000000178813934,6.0,29.280000686645508,1054.1600341796875,0.05999999865889549,58.560001373291016,9.0,1.0,2.0,0.0,9.0,12.0,24.0,16.0,1.0,0.0
23.0,1.0,1.0,1.0,62.0,294.79998779296875,0.15000000596046448,6.5,45.349998474121094,1916.219970703125,0.10000000149011612,106.45999908447266,13.0,1.0,3.0,0.0,9.0,18.0,36.0,26.0,1.0,0.0
23.0,2.0,1.0,2.0,58.0,265.92999267578125,0.14000000059604645,6.900000095367432,38.540000915527344,1834.9000244140625,0.09000000357627869,101.94000244140625,16.0,1.0,3.0,0.0,9.0,15.0,35.0,23.0,3.0,0.0
16.0,1.0,1.0,1.0,40.0,175.69000244140625,0.17000000178813934,6.0,29.280000686645508,1054.1600341796875,0.05999999865889549,58.560001373291016,9.0,1.0,2.0,0.0,9.0,12.0,24.0,16.0,1.0,0.0
23.0,2.0,1.0,2.0,56.0,253.32000732421875,0.14000000059604645,7.070000171661377,35.81999969482422,1791.3299560546875,0.07999999821186066,99.5199966430664,16.0,1.0,3.0,0.0,9.0,14.0,34.0,22.0,3.0,0.0
16.0,1.0,1.0,1.0,40.0,175.69000244140625,0.17000000178813934,6.0,29.280000686645508,1054.1600341796875,0.05999999865889549,58.560001373291016,9.0,1.0,2.0,0.0,9.0,12.0,24.0,16.0,1.0,0.0
18.0,1.0,1.0,1.0,54.0,250.77000427246094,0.1599999964237213,6.190000057220459,40.529998779296875,1551.6300048828125,0.07999999821186066,86.19999694824219,11.0,1.0,2.0,0.0,9.0,16.0,32.0,22.0,1.0,0.0
18.0,1.0,1.0,1.0,54.0,250.77000427246094,0.1599999964237213,6.190000057220459,40.529998779296875,1551.6300048828125,0.07999999821186066,86.19999694824219,11.0,1.0,2.0,0.0,9.0,16.0,32.0,22.0,1.0,0.0
27.0,2.0,1.0,2.0,61.0,279.67999267578125,0.14000000059604645,7.199999809265137,38.84000015258789,2013.719970703125,0.09000000357627869,111.87000274658203,20.0,1.0,3.0,0.0,9.0,15.0,37.0,24.0,3.0,0.0
18.0,1.0,1.0,1.0,42.0,184.47999572753906,0.1599999964237213,6.380000114440918,28.940000534057617,1176.0400390625,0.05999999865889549,65.33999633789062,10.0,1.0,3.0,0.0,9.0,12.0,25.0,17.0,1.0,0.0
18.0,1.0,1.0,1.0,54.0,250.77000427246094,0.1599999964237213,6.190000057220459,40.529998779296875,1551.6300048828125,0.07999999821186066,86.19999694824219,11.0,1.0,2.0,0.0,9.0,16.0,32.0,22.0,1.0,0.0
127.0,25.0,7.0,22.0,396.0,2309.820068359375,0.029999999329447746,38.209999084472656,60.45000076293945,88254.5390625,0.7699999809265137,4903.02978515625,108.0,7.0,9.0,0.0,21.0,36.0,265.0,131.0,49.0,0.0
25.0,5.0,5.0,4.0,51.0,227.42999267578125,0.09000000357627869,10.800000190734863,21.059999465942383,2456.25,0.07999999821186066,136.4600067138672,19.0,2.0,2.0,0.0,12.0,10.0,33.0,18.0,9.0,0.0
48.0,4.0,1.0,4.0,121.0,568.75,0.07000000029802322,13.930000305175781,40.81999969482422,7924.6298828125,0.1899999976158142,440.260009765625,39.0,0.0,6.0,0.0,11.0,15.0,83.0,38.0,7.0,0.0
6.0,2.0,1.0,1.0,14.0,50.189998626708984,0.23999999463558197,4.199999809265137,11.949999809265137,210.8000030517578,0.019999999552965164,11.710000038146973,4.0,0.0,0.0,0.0,7.0,5.0,8.0,6.0,3.0,0.0
60.0,2.0,1.0,2.0,156.0,909.9299926757812,0.18000000715255737,5.46999979019165,166.3699951171875,4976.759765625,0.30000001192092896,276.489990234375,57.0,0.0,1.0,0.0,8.0,49.0,89.0,67.0,3.0,0.0
22.0,2.0,1.0,2.0,35.0,148.67999267578125,0.1599999964237213,6.300000190734863,23.600000381469727,936.6699829101562,0.05000000074505806,52.040000915527344,15.0,0.0,3.0,0.0,9.0,10.0,21.0,14.0,3.0,0.0
22.0,2.0,1.0,2.0,35.0,148.67999267578125,0.1599999964237213,6.300000190734863,23.600000381469727,936.6699829101562,0.05000000074505806,52.040000915527344,15.0,0.0,3.0,0.0,9.0,10.0,21.0,14.0,3.0,0.0
20.0,2.0,1.0,2.0,30.0,125.0999984741211,0.17000000178813934,6.0,20.850000381469727,750.5900268554688,0.03999999910593033,41.70000076293945,13.0,0.0,3.0,0.0,9.0,9.0,18.0,12.0,3.0,0.0
21.0,3.0,1.0,3.0,55.0,241.5800018310547,0.09000000357627869,11.550000190734863,20.920000076293945,2790.219970703125,0.07999999821186066,155.00999450683594,12.0,3.0,4.0,0.0,11.0,10.0,34.0,21.0,5.0,0.0
31.0,6.0,5.0,6.0,95.0,456.70001220703125,0.07000000029802322,14.630000114440918,31.229999542236328,6679.22021484375,0.15000000596046448,371.07000732421875,26.0,0.0,0.0,0.0,12.0,16.0,56.0,39.0,11.0,0.0
52.0,7.0,3.0,7.0,174.0,919.6599731445312,0.05000000074505806,19.690000534057617,46.709999084472656,18105.810546875,0.3100000023841858,1005.8800048828125,44.0,0.0,3.0,0.0,15.0,24.0,111.0,63.0,13.0,0.0
6.0,1.0,1.0,1.0,11.0,36.540000915527344,0.33000001311302185,3.0,12.180000305175781,109.62000274658203,0.009999999776482582,6.090000152587891,3.0,0.0,0.0,0.0,6.0,4.0,7.0,4.0,1.0,0.0
5.0,1.0,1.0,1.0,9.0,28.530000686645508,0.33000001311302185,3.0,9.510000228881836,85.58999633789062,0.009999999776482582,4.75,2.0,0.0,0.0,0.0,6.0,3.0,6.0,3.0,1.0,0.0
7.0,1.0,1.0,1.0,14.0,50.189998626708984,0.33000001311302185,3.0,16.729999542236328,150.57000732421875,0.019999999552965164,8.359999656677246,3.0,0.0,0.0,0.0,6.0,6.0,8.0,6.0,1.0,0.0
18.0,1.0,1.0,1.0,41.0,174.1699981689453,0.1899999976158142,5.25,33.16999816894531,914.3699951171875,0.05999999865889549,50.79999923706055,10.0,0.0,4.0,0.0,7.0,12.0,23.0,18.0,1.0,0.0
13.0,2.0,1.0,2.0,32.0,130.8000030517578,0.1599999964237213,6.21999979019165,21.020000457763672,813.8599853515625,0.03999999910593033,45.209999084472656,7.0,0.0,0.0,0.0,8.0,9.0,18.0,14.0,3.0,0.0
51.0,13.0,8.0,13.0,138.0,713.4500122070312,0.05000000074505806,20.1299991607666,35.439998626708984,14362.8701171875,0.23999999463558197,797.9400024414062,44.0,3.0,2.0,0.0,17.0,19.0,93.0,45.0,25.0,0.0
15.0,1.0,1.0,1.0,21.0,84.0,0.33000001311302185,3.0,28.0,252.0,0.029999999329447746,14.0,8.0,0.0,1.0,0.0,6.0,10.0,11.0,10.0,1.0,0.0
4.0,1.0,1.0,1.0,7.0,19.649999618530273,0.4000000059604645,2.5,7.860000133514404,49.130001068115234,0.009999999776482582,2.7300000190734863,2.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,1.0,0.0
12.0,2.0,1.0,2.0,32.0,130.8000030517578,0.1599999964237213,6.21999979019165,21.020000457763672,813.8599853515625,0.03999999910593033,45.209999084472656,6.0,0.0,0.0,0.0,8.0,9.0,18.0,14.0,3.0,0.0
15.0,1.0,1.0,1.0,21.0,84.0,0.33000001311302185,3.0,28.0,252.0,0.029999999329447746,14.0,8.0,0.0,1.0,0.0,6.0,10.0,11.0,10.0,1.0,0.0
4.0,1.0,1.0,1.0,7.0,19.649999618530273,0.4000000059604645,2.5,7.860000133514404,49.130001068115234,0.009999999776482582,2.7300000190734863,2.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,1.0,0.0
13.0,2.0,1.0,2.0,32.0,130.8000030517578,0.1599999964237213,6.21999979019165,21.020000457763672,813.8599853515625,0.03999999910593033,45.209999084472656,7.0,0.0,0.0,0.0,8.0,9.0,18.0,14.0,3.0,0.0
51.0,13.0,8.0,13.0,138.0,713.4500122070312,0.05000000074505806,20.1299991607666,35.439998626708984,14362.8701171875,0.23999999463558197,797.9400024414062,44.0,3.0,2.0,0.0,17.0,19.0,93.0,45.0,25.0,0.0
15.0,1.0,1.0,1.0,21.0,84.0,0.33000001311302185,3.0,28.0,252.0,0.029999999329447746,14.0,8.0,0.0,1.0,0.0,6.0,10.0,11.0,10.0,1.0,0.0
4.0,1.0,1.0,1.0,7.0,19.649999618530273,0.4000000059604645,2.5,7.860000133514404,49.130001068115234,0.009999999776482582,2.7300000190734863,2.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,1.0,0.0
112.0,12.0,7.0,12.0,280.0,1647.1400146484375,0.03999999910593033,25.899999618530273,63.599998474121094,42656.69921875,0.550000011920929,2369.820068359375,97.0,7.0,6.0,0.0,20.0,39.0,179.0,101.0,23.0,0.0
33.0,4.0,1.0,4.0,114.0,602.5399780273438,0.07999999821186066,12.039999961853027,50.040000915527344,7254.52978515625,0.20000000298023224,403.0299987792969,27.0,0.0,4.0,0.0,14.0,25.0,71.0,43.0,7.0,0.0
33.0,4.0,1.0,4.0,106.0,548.010009765625,0.09000000357627869,11.020000457763672,49.720001220703125,6040.0498046875,0.18000000715255737,335.55999755859375,26.0,0.0,5.0,0.0,13.0,23.0,67.0,39.0,7.0,0.0
38.0,4.0,3.0,4.0,124.0,630.8499755859375,0.07000000029802322,13.619999885559082,46.31999969482422,8591.509765625,0.20999999344348907,477.30999755859375,33.0,0.0,2.0,0.0,13.0,21.0,80.0,44.0,7.0,0.0
34.0,3.0,1.0,3.0,99.0,485.7799987792969,0.10000000149011612,10.420000076293945,46.619998931884766,5062.35986328125,0.1599999964237213,281.239990234375,29.0,0.0,1.0,0.0,11.0,19.0,63.0,36.0,5.0,0.0
9.0,1.0,1.0,1.0,23.0,87.56999969482422,0.2199999988079071,4.5,19.459999084472656,394.05999755859375,0.029999999329447746,21.889999389648438,5.0,1.0,0.0,0.0,7.0,7.0,14.0,9.0,1.0,0.0
34.0,5.0,4.0,5.0,105.0,499.260009765625,0.05999999865889549,16.709999084472656,29.8700008392334,8344.830078125,0.17000000178813934,463.6000061035156,28.0,0.0,4.0,0.0,13.0,14.0,69.0,36.0,9.0,0.0
24.0,2.0,1.0,2.0,70.0,336.510009765625,0.10999999940395355,8.739999771118164,38.52000045776367,2939.56005859375,0.10999999940395355,163.30999755859375,18.0,0.0,1.0,0.0,11.0,17.0,43.0,27.0,3.0,0.0
