age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
3,Private,218676.0,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
0,Local-gov,148194.0,11th,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,184833.0,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
4,Self-emp-not-inc,280639.0,HS-grad,9,Widowed,Other-service,Other-relative,White,Female,1,0,0,United-States,<=50K
0,Private,217769.0,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
1,,180553.0,HS-grad,9,Married-civ-spouse,,Wife,White,Female,0,0,2,United-States,>50K
4,Private,56009.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,255334.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K
3,Self-emp-inc,328216.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,3,2,,>50K
1,Private,349154.0,10th,6,Separated,Farming-fishing,Unmarried,White,Female,0,0,2,Guatemala,<=50K
2,Local-gov,24763.0,Some-college,10,Divorced,Transport-moving,Unmarried,White,Male,2,0,2,United-States,<=50K
2,State-gov,41834.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,>50K
0,Private,113466.0,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,130856.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
4,Self-emp-not-inc,268797.0,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,0,United-States,<=50K
3,Private,202117.0,11th,7,Divorced,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
0,Private,280146.0,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,0,United-States,<=50K
1,Private,70377.0,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,236696.0,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,1,United-States,<=50K
2,Local-gov,222572.0,Masters,14,Never-married,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,<=50K
3,Self-emp-inc,110702.0,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,1,0,3,United-States,<=50K
2,Private,96129.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,4,United-States,>50K
1,Local-gov,200492.0,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,2,United-States,<=50K
0,Private,193820.0,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,2,United-States,<=50K
1,Private,454508.0,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,3,2,United-States,<=50K
4,Private,220789.0,Bachelors,13,Divorced,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,101345.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,2,Canada,>50K
2,Private,140559.0,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,1,United-States,<=50K
2,Self-emp-inc,64885.0,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,4,United-States,>50K
1,Private,402361.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,143582.0,HS-grad,9,Separated,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,3,China,<=50K
3,Private,185385.0,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,112706.0,Assoc-voc,11,Never-married,Tech-support,Own-child,White,Male,0,0,2,United-States,<=50K
3,Private,130364.0,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,2,United-States,<=50K
4,Local-gov,147428.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
0,Private,205895.0,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
4,,273569.0,HS-grad,9,Widowed,,Unmarried,White,Male,0,0,2,United-States,<=50K
2,Private,153160.0,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,<=50K
3,Self-emp-not-inc,167918.0,Masters,14,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,3,India,<=50K
2,Private,195661.0,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
1,State-gov,146243.0,Some-college,10,Separated,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
3,,105428.0,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,149943.0,HS-grad,9,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,0,0,3,,<=50K
3,Local-gov,246197.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
3,Local-gov,192563.0,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,244115.0,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,1,United-States,<=50K
2,Local-gov,98587.0,Some-college,10,Divorced,Prof-specialty,Own-child,White,Female,0,0,2,United-States,<=50K
3,Private,145886.0,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,244315.0,HS-grad,9,Divorced,Craft-repair,Other-relative,Other,Male,0,0,2,United-States,<=50K
3,Private,192779.0,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Private,209464.0,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,1,United-States,<=50K
4,Private,25141.0,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,405793.0,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,>50K
3,Federal-gov,53498.0,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,0,0,2,United-States,<=50K
4,,476653.0,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,0,United-States,<=50K
2,Self-emp-not-inc,162312.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,4,South,<=50K
2,Private,277022.0,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,White,Female,2,0,2,Nicaragua,<=50K
2,State-gov,109762.0,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,123031.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,3,Trinadad&Tobago,<=50K
3,Federal-gov,119890.0,Assoc-voc,11,Separated,Tech-support,Not-in-family,Other,Female,0,0,1,United-States,<=50K
0,Self-emp-not-inc,409230.0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,1,United-States,<=50K
2,Private,223308.0,Masters,14,Separated,Sales,Unmarried,White,Female,0,0,3,United-States,<=50K
2,,129150.0,10th,6,Separated,,Own-child,White,Male,0,0,1,United-States,<=50K
3,Self-emp-not-inc,119199.0,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,1,United-States,>50K
2,Private,46221.0,Doctorate,16,Married-spouse-absent,Other-service,Not-in-family,White,Male,4,0,3,,>50K
2,Local-gov,351161.0,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,Private,174533.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,>50K
1,Private,324386.0,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,2,United-States,<=50K
0,Private,126568.0,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,1,United-States,<=50K
1,Private,275703.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
2,Self-emp-not-inc,219611.0,Bachelors,13,Never-married,Sales,Not-in-family,Black,Female,1,0,3,United-States,<=50K
3,Private,200471.0,11th,7,Never-married,Other-service,Not-in-family,White,Male,0,0,3,United-States,<=50K
4,Private,155261.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
4,State-gov,74040.0,7th-8th,4,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,2,United-States,<=50K
1,Private,226296.0,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,211968.0,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
3,Local-gov,126446.0,Some-college,10,Never-married,Other-service,Unmarried,White,Female,0,0,1,United-States,<=50K
0,Private,262885.0,11th,7,Never-married,Other-service,Unmarried,Black,Female,0,0,1,United-States,<=50K
2,Private,188069.0,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K
0,Private,113546.0,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,3,United-States,<=50K
0,Private,227070.0,10th,6,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,2,United-States,<=50K
1,Private,136997.0,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,1,United-States,<=50K
1,,119006.0,HS-grad,9,Widowed,,Own-child,White,Female,0,0,2,United-States,<=50K
0,Private,212407.0,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,2,United-States,<=50K
2,Private,197810.0,Masters,14,Divorced,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Federal-gov,35309.0,Bachelors,13,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,0,1,,<=50K
2,Private,141802.0,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,2,United-States,<=50K
3,,184513.0,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,4,United-States,>50K
1,Self-emp-not-inc,124187.0,Assoc-acdm,12,Never-married,Other-service,Not-in-family,Black,Male,0,0,1,United-States,<=50K
0,Private,201743.0,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,<=50K
0,Private,156736.0,10th,6,Never-married,Sales,Unmarried,White,Female,0,0,0,United-States,<=50K
2,Self-emp-not-inc,47261.0,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,United-States,<=50K
4,Private,150693.0,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,Local-gov,233734.0,Masters,14,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,2,United-States,>50K
2,State-gov,35969.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
3,Private,159550.0,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,2,United-States,<=50K
1,Private,190823.0,Some-college,10,Never-married,Other-service,Own-child,Black,Female,0,0,2,United-States,<=50K
3,Private,213378.0,HS-grad,9,Separated,Sales,Not-in-family,White,Female,0,0,1,United-States,<=50K
0,Private,257500.0,HS-grad,9,Separated,Machine-op-inspct,Own-child,Black,Female,0,0,2,United-States,<=50K
2,Local-gov,488706.0,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
4,Local-gov,239405.0,5th-6th,3,Divorced,Other-service,Other-relative,Black,Female,0,0,2,Haiti,<=50K
1,Federal-gov,105189.0,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,2,0,3,United-States,<=50K
4,State-gov,109735.0,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,Private,172942.0,Some-college,10,Divorced,Other-service,Own-child,White,Male,0,0,1,United-States,<=50K
2,Local-gov,209899.0,Masters,14,Never-married,Tech-support,Not-in-family,Black,Female,3,0,3,United-States,>50K
1,Self-emp-inc,87745.0,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,<=50K
2,Private,187881.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,2,0,2,United-States,<=50K
3,Private,234125.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,272944.0,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Local-gov,129232.0,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,2,United-States,<=50K
0,Private,100345.0,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,4,0,3,United-States,>50K
4,Self-emp-not-inc,195835.0,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,251854.0,11th,7,Never-married,Adm-clerical,Own-child,Black,Female,0,0,2,United-States,<=50K
2,Private,103474.0,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,1,United-States,<=50K
2,Private,22042.0,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,343721.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
0,Private,232368.0,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,<=50K
3,Private,174478.0,10th,6,Never-married,Other-service,Not-in-family,White,Male,0,0,1,United-States,<=50K
3,Private,282023.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,4,0,3,United-States,>50K
1,Private,274690.0,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Private,251675.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,El-Salvador,<=50K
1,,647882.0,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,2,,<=50K
4,Private,128367.0,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Male,1,0,2,United-States,<=50K
1,Private,37380.0,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,173730.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
3,Private,353824.0,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,>50K
0,Private,225890.0,Some-college,10,Never-married,Other-service,Other-relative,White,Female,0,0,1,United-States,<=50K
0,State-gov,147147.0,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,0,United-States,<=50K
3,Private,233780.0,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,Black,Female,1,0,2,United-States,<=50K
1,Private,394927.0,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,,<=50K
1,Local-gov,188682.0,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,,115209.0,Prof-school,15,Married-spouse-absent,,Unmarried,Asian-Pac-Islander,Female,0,0,2,Vietnam,<=50K
2,Private,277192.0,5th-6th,3,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,2,Mexico,<=50K
0,Private,314182.0,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,220776.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,>50K
1,Local-gov,189269.0,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,0,0,2,United-States,<=50K
2,Private,35429.0,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,3,2,United-States,<=50K
2,Private,154374.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,4,3,United-States,>50K
4,Private,161460.0,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,1,United-States,<=50K
3,Private,251487.0,7th-8th,4,Widowed,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,0,0,2,United-States,<=50K
1,Private,177531.0,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,0,0,1,United-States,<=50K
0,Private,53942.0,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,113481.0,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,Private,361324.0,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,330087.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
1,Private,276221.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,121055.0,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,Private,118696.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
4,Self-emp-not-inc,289741.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,238401.0,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,1,United-States,<=50K
2,Private,262038.0,5th-6th,3,Married-spouse-absent,Farming-fishing,Unmarried,White,Male,0,0,1,Mexico,<=50K
4,Self-emp-not-inc,26911.0,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,0,0,4,United-States,<=50K
1,Private,161155.0,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,<=50K
2,Private,252519.0,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,2,Haiti,>50K
2,Private,43712.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,2,United-States,>50K
4,,167826.0,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,188900.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,2,United-States,<=50K
2,Private,120057.0,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,2,United-States,>50K
0,Private,134113.0,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,<=50K
3,Local-gov,165822.0,Some-college,10,Divorced,Transport-moving,Unmarried,White,Male,0,0,2,United-States,<=50K
0,Private,99161.0,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
2,Local-gov,74581.0,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,0,0,4,United-States,<=50K
0,Private,304643.0,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,0,United-States,<=50K
4,Private,121821.0,1st-4th,2,Married-civ-spouse,Other-service,Husband,Other,Male,0,0,2,Dominican-Republic,<=50K
0,Private,154863.0,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Male,0,0,1,United-States,<=50K
2,Local-gov,365430.0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,Canada,>50K
1,Private,183111.0,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,50178.0,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,1,United-States,<=50K
1,Private,186845.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
3,Private,159908.0,12th,8,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,162189.0,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,1,0,2,Peru,<=50K
1,Private,128509.0,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,0,0,2,El-Salvador,<=50K
0,Private,143032.0,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,2,United-States,<=50K
1,Private,382368.0,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,210013.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,293928.0,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,208503.0,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,0,United-States,<=50K
2,State-gov,191841.0,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,3,0,2,United-States,>50K
3,Self-emp-not-inc,355978.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,1,United-States,>50K
4,Local-gov,202738.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,1,United-States,<=50K
2,Local-gov,144322.0,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Self-emp-not-inc,155141.0,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,4,0,United-States,>50K
0,Private,160120.0,10th,6,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,0,0,1,United-States,<=50K
1,Self-emp-inc,190450.0,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,2,Germany,<=50K
2,Private,212900.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,115677.0,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,252250.0,11th,7,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,4,United-States,<=50K
1,Private,212041.0,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,3,United-States,<=50K
4,State-gov,198145.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,1,United-States,>50K
4,Local-gov,113658.0,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,1,United-States,<=50K
0,Private,32426.0,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,1,United-States,<=50K
3,Private,98791.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
2,Private,203828.0,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,4,United-States,<=50K
0,State-gov,186634.0,12th,8,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,>50K
4,Self-emp-not-inc,125147.0,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,247455.0,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,2,0,2,United-States,>50K
0,Private,97215.0,Some-college,10,Separated,Sales,Unmarried,White,Female,0,0,1,United-States,<=50K
2,Private,330826.0,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,1,United-States,<=50K
1,Private,200802.0,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,156266.0,HS-grad,9,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Male,0,0,0,United-States,<=50K
3,Self-emp-not-inc,72257.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
2,Private,363087.0,HS-grad,9,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,2,United-States,<=50K
1,Private,25955.0,Some-college,10,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0,0,2,United-States,<=50K
0,Private,334633.0,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,109162.0,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,<=50K
2,Private,569761.0,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,2,United-States,<=50K
1,Private,209900.0,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,State-gov,272986.0,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,Black,Female,0,0,0,United-States,<=50K
3,,52267.0,Masters,14,Married-civ-spouse,,Husband,White,Male,0,0,0,United-States,<=50K
3,Private,82946.0,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,Private,104651.0,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
0,Local-gov,58441.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Local-gov,269733.0,HS-grad,9,Separated,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,,128453.0,HS-grad,9,Never-married,,Own-child,White,Female,0,0,1,United-States,<=50K
2,Private,179468.0,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,183081.0,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Private,102938.0,Bachelors,13,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,2,Vietnam,<=50K
1,,157289.0,11th,7,Never-married,,Unmarried,White,Male,0,0,2,United-States,<=50K
0,Private,359828.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
1,Private,155659.0,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
0,Private,585203.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,3,0,2,United-States,>50K
4,Private,173601.0,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
2,Self-emp-not-inc,214541.0,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,1,2,United-States,<=50K
3,Self-emp-not-inc,163352.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,4,United-States,>50K
2,Self-emp-not-inc,153976.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
3,Local-gov,247676.0,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,2,0,2,United-States,<=50K
3,State-gov,155372.0,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,Private,329733.0,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Private,162576.0,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,>50K
1,Private,176520.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,3,United-States,<=50K
3,State-gov,226885.0,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,120781.0,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
1,Private,375827.0,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,2,United-States,<=50K
3,Private,205504.0,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,0,United-States,<=50K
1,Private,198813.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Female,0,0,2,United-States,<=50K
3,Self-emp-inc,254291.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,3,United-States,>50K
4,Private,159908.0,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,>50K
3,Private,40000.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,2,0,2,United-States,<=50K
4,Private,102874.0,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,<=50K
