rebalancing__type,rebalancing__n_neighbors,rebalancing__k_neighbors,prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,imputation__type,imputation__strategy,imputation__initial_strategy,imputation__imputation_order,features__type,features__n_components,features__k,discretization__type,discretization__threshold,discretization__strategy,discretization__n_bins,discretization__encode,classification__weights,classification__type,classification__splitter,classification__n_neurons,classification__n_neighbors,classification__n_hidden_layers,classification__min_samples_split,classification__min_samples_leaf,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__criterion,balanced_accuracy__status,balanced_accuracy__balanced_accuracy
FunctionTransformer,,,features_normalization_discretization_rebalancing_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,4,1,,4,2,4,entropy,success,0.862122023420835
SMOTE,,7,features_discretization_normalization_imputation_rebalancing_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,SelectKBest,,4,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,4,1,,4,2,4,entropy,fail,-inf
NearMiss,1,,rebalancing_discretization_features_normalization_imputation_classification,,,,,PowerTransformer,IterativeImputer,,constant,descending,PCA,1,,KBinsDiscretizer,,quantile,7,ordinal,distance,KNeighborsClassifier,,,3,,,,manhattan,,,,,previous_constraint,-inf
FunctionTransformer,,,imputation_rebalancing_normalization_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,4,5,,4,2,4,entropy,success,0.862122023420835
FunctionTransformer,,,normalization_rebalancing_discretization_features_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,4,5,,4,2,4,entropy,success,0.862122023420835
FunctionTransformer,,,imputation_features_rebalancing_normalization_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,3,5,,4,2,4,entropy,success,0.862122023420835
FunctionTransformer,,,imputation_discretization_normalization_features_rebalancing_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,3,5,,4,2,4,entropy,success,0.862122023420835
FunctionTransformer,,,rebalancing_imputation_discretization_normalization_features_classification,,,,,PowerTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,3,5,,2,2,3,entropy,success,0.862122023420835
FunctionTransformer,,,rebalancing_imputation_discretization_normalization_features_classification,True,,False,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,3,1,,2,2,3,gini,success,0.862122023420835
FunctionTransformer,,,rebalancing_imputation_discretization_normalization_features_classification,True,,False,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,2,5,,2,2,2,gini,success,0.862122023420835
FunctionTransformer,,,discretization_rebalancing_normalization_imputation_features_classification,True,,False,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,5,5,,2,2,2,gini,success,0.862122023420835
FunctionTransformer,,,discretization_features_normalization_imputation_rebalancing_classification,True,,False,,StandardScaler,FunctionTransformer,,,,FunctionTransformer,,,KBinsDiscretizer,,uniform,4,ordinal,,DecisionTreeClassifier,best,,,,5,5,,2,2,2,gini,previous_constraint,-inf
FunctionTransformer,,,imputation_discretization_features_rebalancing_normalization_classification,,False,,False,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,5,1,,2,2,2,gini,success,0.862122023420835
FunctionTransformer,,,discretization_rebalancing_imputation_features_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,0.0,,,,,DecisionTreeClassifier,best,,,,2,4,,4,2,3,gini,fail,-inf
FunctionTransformer,,,rebalancing_normalization_imputation_discretization_features_classification,,False,,False,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,2,2,,2,2,2,gini,success,0.862122023420835
FunctionTransformer,,,normalization_imputation_discretization_rebalancing_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,3,5,,2,2,4,entropy,success,0.862122023420835
FunctionTransformer,,,features_rebalancing_normalization_imputation_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,3,5,,2,2,4,entropy,success,0.862122023420835
FunctionTransformer,,,imputation_normalization_rebalancing_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,3,5,,2,2,2,entropy,success,0.862122023420835
FunctionTransformer,,,discretization_normalization_imputation_rebalancing_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,PCA,6,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,2,5,,4,2,2,entropy,success,0.66800792303339
FunctionTransformer,,,features_rebalancing_normalization_discretization_imputation_classification,,False,,True,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
FunctionTransformer,,,discretization_imputation_rebalancing_features_normalization_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,5.0,,,,distance,KNeighborsClassifier,,,6,,,,manhattan,,,,,previous_constraint,-inf
SMOTE,,5,features_imputation_rebalancing_discretization_normalization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,4,2,,3,2,3,gini,success,0.862122023420835
FunctionTransformer,,,features_normalization_imputation_discretization_rebalancing_classification,,,,,PowerTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,3,4,,2,2,2,entropy,success,0.862122023420835
FunctionTransformer,,,features_normalization_imputation_discretization_rebalancing_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,2,5,,4,2,2,entropy,success,0.862122023420835
FunctionTransformer,,,discretization_normalization_features_imputation_rebalancing_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,3,4,,2,2,2,entropy,success,0.862122023420835
FunctionTransformer,,,rebalancing_imputation_normalization_features_discretization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,3,4,,3,2,2,entropy,success,0.862122023420835
FunctionTransformer,,,imputation_normalization_features_rebalancing_discretization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,2,4,,3,2,2,entropy,success,0.862122023420835
FunctionTransformer,,,features_normalization_discretization_rebalancing_imputation_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,5,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,2,4,,3,2,2,entropy,fail,-inf
FunctionTransformer,,,discretization_features_rebalancing_normalization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,4,2,,3,2,4,entropy,success,0.862122023420835
FunctionTransformer,,,imputation_rebalancing_discretization_normalization_features_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,5.0,,,,,DecisionTreeClassifier,best,,,,3,4,,3,2,2,entropy,success,0.862122023420835
FunctionTransformer,,,imputation_rebalancing_discretization_normalization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,2.0,,,,,DecisionTreeClassifier,best,,,,4,1,,3,2,4,entropy,success,0.862122023420835
FunctionTransformer,,,imputation_normalization_discretization_rebalancing_features_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,2.0,,,,,DecisionTreeClassifier,best,,,,4,1,,3,2,4,entropy,success,0.862122023420835
FunctionTransformer,,,features_discretization_normalization_imputation_rebalancing_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,5.0,,,,,DecisionTreeClassifier,best,,,,3,4,,3,2,2,entropy,fail,-inf
FunctionTransformer,,,rebalancing_imputation_features_normalization_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,4,1,,3,2,4,entropy,success,0.862122023420835
FunctionTransformer,,,normalization_imputation_rebalancing_discretization_features_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,5.0,,,,,DecisionTreeClassifier,best,,,,5,4,,4,2,2,entropy,success,0.862122023420835
NearMiss,1,,imputation_rebalancing_features_discretization_normalization_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,5.0,,,,,DecisionTreeClassifier,best,,,,5,4,,4,2,2,entropy,success,0.862122023420835
FunctionTransformer,,,imputation_normalization_features_discretization_rebalancing_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,5.0,,,,,DecisionTreeClassifier,best,,,,5,4,,4,2,2,entropy,success,0.862122023420835
FunctionTransformer,,,features_discretization_rebalancing_imputation_normalization_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,5.0,,,,,DecisionTreeClassifier,random,,,,5,4,,4,2,2,entropy,fail,-inf
FunctionTransformer,,,imputation_discretization_normalization_features_rebalancing_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,3,1,,4,2,3,entropy,success,0.862122023420835
FunctionTransformer,,,imputation_rebalancing_discretization_features_normalization_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,5.0,,,,,DecisionTreeClassifier,best,,,,5,5,,3,2,2,gini,success,0.862122023420835
FunctionTransformer,,,normalization_rebalancing_imputation_discretization_features_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,5.0,,,,,DecisionTreeClassifier,best,,,,5,5,,4,2,2,gini,success,0.862122023420835
FunctionTransformer,,,normalization_features_imputation_rebalancing_discretization_classification,True,,False,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,5.0,,,,,DecisionTreeClassifier,best,,,,5,4,,3,2,2,gini,success,0.862122023420835
FunctionTransformer,,,features_normalization_rebalancing_imputation_discretization_classification,True,,False,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,5.0,,,,,DecisionTreeClassifier,best,,,,5,4,,3,2,2,gini,success,0.862122023420835
FunctionTransformer,,,normalization_imputation_features_rebalancing_discretization_classification,True,,False,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,5,3,,3,2,2,gini,success,0.862122023420835
FunctionTransformer,,,discretization_features_normalization_imputation_rebalancing_classification,True,,False,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,5,2,,3,2,2,gini,success,0.862122023420835
FunctionTransformer,,,features_normalization_rebalancing_imputation_discretization_classification,True,,False,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,5,1,,2,2,2,gini,success,0.862122023420835
FunctionTransformer,,,normalization_imputation_discretization_rebalancing_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,3,1,,2,2,3,entropy,success,0.862122023420835
FunctionTransformer,,,normalization_imputation_discretization_rebalancing_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,MLPClassifier,,50,,100,,,,,,,,success,0.7234883113490923
FunctionTransformer,,,normalization_imputation_features_discretization_rebalancing_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,4,1,,4,2,4,entropy,success,0.862122023420835
FunctionTransformer,,,imputation_rebalancing_normalization_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,4,1,,4,2,4,entropy,success,0.862122023420835
SMOTE,,6,discretization_rebalancing_normalization_features_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,SelectKBest,,2,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,4,1,,4,2,4,entropy,fail,-inf
FunctionTransformer,,,discretization_features_rebalancing_normalization_imputation_classification,,,,,FunctionTransformer,IterativeImputer,,constant,arabic,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,4,2,,3,2,4,gini,success,0.862122023420835
FunctionTransformer,,,discretization_normalization_rebalancing_features_imputation_classification,True,,False,,StandardScaler,IterativeImputer,,constant,random,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,5,4,,4,2,2,entropy,success,0.862122023420835
FunctionTransformer,,,imputation_features_discretization_rebalancing_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,Binarizer,5.0,,,,,DecisionTreeClassifier,best,,,,5,4,,4,2,2,entropy,success,0.862122023420835
FunctionTransformer,,,discretization_normalization_rebalancing_features_imputation_classification,True,,False,,StandardScaler,IterativeImputer,,constant,roman,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,5,1,,4,2,2,entropy,success,0.862122023420835
FunctionTransformer,,,imputation_rebalancing_features_normalization_discretization_classification,False,,False,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,5,1,,3,2,2,gini,success,0.862122023420835
FunctionTransformer,,,normalization_discretization_features_rebalancing_imputation_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,5,1,,3,2,2,gini,success,0.862122023420835
FunctionTransformer,,,discretization_features_imputation_normalization_rebalancing_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,5,1,,2,2,4,entropy,success,0.862122023420835
FunctionTransformer,,,discretization_normalization_features_rebalancing_imputation_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,3,4,,3,2,4,entropy,success,0.862122023420835
FunctionTransformer,,,rebalancing_features_normalization_imputation_discretization_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,3,1,,2,2,4,entropy,success,0.862122023420835
FunctionTransformer,,,imputation_features_discretization_normalization_rebalancing_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,3,1,,3,2,4,entropy,success,0.862122023420835
FunctionTransformer,,,normalization_discretization_features_imputation_rebalancing_classification,,,,,FunctionTransformer,IterativeImputer,,constant,descending,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,3,1,,3,2,4,entropy,success,0.862122023420835
FunctionTransformer,,,features_rebalancing_imputation_discretization_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,4,1,,3,2,4,entropy,success,0.862122023420835
FunctionTransformer,,,normalization_imputation_features_rebalancing_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,4,1,,3,2,4,entropy,success,0.862122023420835
FunctionTransformer,,,imputation_features_discretization_normalization_rebalancing_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,4,1,,3,2,4,entropy,success,0.862122023420835
FunctionTransformer,,,imputation_rebalancing_normalization_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,4,1,,3,2,4,entropy,success,0.862122023420835
FunctionTransformer,,,imputation_rebalancing_discretization_normalization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,2,4,,2,2,2,entropy,success,0.862122023420835
FunctionTransformer,,,imputation_rebalancing_normalization_discretization_features_classification,,,,,PowerTransformer,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,2.0,,,,,DecisionTreeClassifier,best,,,,2,4,,2,2,2,entropy,success,0.862122023420835
FunctionTransformer,,,rebalancing_features_normalization_imputation_discretization_classification,,True,,True,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,4,5,,2,2,4,entropy,success,0.862122023420835
FunctionTransformer,,,normalization_rebalancing_discretization_imputation_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,4,5,,4,2,4,entropy,success,0.862122023420835
SMOTE,,6,normalization_imputation_discretization_features_rebalancing_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,SelectKBest,,3,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,4,5,,4,2,4,entropy,success,0.862122023420835
SMOTE,,6,rebalancing_features_imputation_normalization_discretization_classification,,,,,FunctionTransformer,FunctionTransformer,,,,SelectKBest,,1,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,4,5,,4,2,4,entropy,previous_constraint,-inf
SMOTE,,6,features_imputation_discretization_rebalancing_normalization_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,SelectKBest,,3,Binarizer,5.0,,,,,DecisionTreeClassifier,best,,,,2,5,,3,2,2,gini,fail,-inf
FunctionTransformer,,,normalization_features_imputation_rebalancing_discretization_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,Binarizer,5.0,,,,,DecisionTreeClassifier,best,,,,2,5,,3,2,2,gini,success,0.862122023420835
FunctionTransformer,,,imputation_rebalancing_discretization_features_normalization_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,Binarizer,5.0,,,,,DecisionTreeClassifier,best,,,,5,4,,3,2,2,gini,success,0.862122023420835
FunctionTransformer,,,normalization_rebalancing_imputation_discretization_features_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,5.0,,,,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
FunctionTransformer,,,features_discretization_imputation_rebalancing_normalization_classification,,False,,True,RobustScaler,SimpleImputer,constant,,,PCA,2,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,,17,,,,euclidean,,,,,previous_constraint,-inf
FunctionTransformer,,,normalization_rebalancing_features_discretization_imputation_classification,True,,False,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,0.0,,,,,DecisionTreeClassifier,best,,,,5,2,,3,2,2,gini,fail,-inf
FunctionTransformer,,,rebalancing_discretization_imputation_features_normalization_classification,True,,False,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,5.0,,,,,DecisionTreeClassifier,best,,,,5,2,,3,2,2,gini,fail,-inf
FunctionTransformer,,,discretization_features_rebalancing_normalization_imputation_classification,,,,,PowerTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,kmeans,7,ordinal,,MLPClassifier,,5,,200,,,,,,,,fail,-inf
NearMiss,2,,features_imputation_normalization_rebalancing_discretization_classification,,,,,PowerTransformer,IterativeImputer,,constant,roman,FunctionTransformer,,,KBinsDiscretizer,,uniform,3,ordinal,,MLPClassifier,,25,,1,,,,,,,,success,0.84166078969135
SMOTE,,7,discretization_normalization_rebalancing_imputation_features_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,SelectKBest,,1,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
NearMiss,3,,discretization_imputation_features_normalization_rebalancing_classification,True,,True,,StandardScaler,IterativeImputer,,most_frequent,arabic,SelectKBest,,9,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,5,4,,2,1,4,entropy,previous_constraint,-inf
FunctionTransformer,,,imputation_discretization_normalization_rebalancing_features_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,SelectKBest,,3,FunctionTransformer,,,,,distance,KNeighborsClassifier,,,19,,,,minkowski,,,,,success,0.6753404292368639
FunctionTransformer,,,discretization_normalization_imputation_rebalancing_features_classification,,True,,True,RobustScaler,IterativeImputer,,constant,random,PCA,1,,Binarizer,5.0,,,,,MLPClassifier,,5,,1,,,,,,,,previous_constraint,-inf
FunctionTransformer,,,rebalancing_normalization_discretization_imputation_features_classification,,,,,FunctionTransformer,FunctionTransformer,,,,PCA,5,,Binarizer,5.0,,,,,GaussianNB,,,,,,,,,,,,fail,-inf
FunctionTransformer,,,discretization_rebalancing_normalization_imputation_features_classification,,False,,True,RobustScaler,FunctionTransformer,,,,PCA,7,,KBinsDiscretizer,,kmeans,7,ordinal,,DecisionTreeClassifier,best,,,,5,1,,4,2,4,gini,previous_constraint,-inf
SMOTE,,5,rebalancing_normalization_imputation_discretization_features_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,PCA,1,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,3,2,,5,2,1,entropy,previous_constraint,-inf
NearMiss,3,,imputation_normalization_features_rebalancing_discretization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,5,KBinsDiscretizer,,uniform,6,ordinal,,GaussianNB,,,,,,,,,,,,fail,-inf
SMOTE,,7,normalization_rebalancing_features_imputation_discretization_classification,,,,,PowerTransformer,IterativeImputer,,most_frequent,arabic,FunctionTransformer,,,KBinsDiscretizer,,kmeans,7,ordinal,,MLPClassifier,,200,,1,,,,,,,,previous_constraint,-inf
SMOTE,,5,rebalancing_imputation_discretization_features_normalization_classification,True,,False,,StandardScaler,SimpleImputer,most_frequent,,,SelectKBest,,1,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,3,1,,2,1,4,entropy,fail,-inf
NearMiss,1,,discretization_rebalancing_normalization_features_imputation_classification,,False,,False,RobustScaler,SimpleImputer,most_frequent,,,PCA,7,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,,19,,,,euclidean,,,,,fail,-inf
FunctionTransformer,,,rebalancing_normalization_imputation_discretization_features_classification,,,,,PowerTransformer,IterativeImputer,,most_frequent,arabic,PCA,3,,FunctionTransformer,,,,,,DecisionTreeClassifier,random,,,,4,3,,2,1,4,gini,previous_constraint,-inf
NearMiss,1,,rebalancing_imputation_discretization_normalization_features_classification,,,,,PowerTransformer,SimpleImputer,most_frequent,,,PCA,7,,Binarizer,5.0,,,,,GaussianNB,,,,,,,,,,,,success,0.4987179487179487
SMOTE,,5,imputation_features_normalization_rebalancing_discretization_classification,True,,True,,StandardScaler,IterativeImputer,,most_frequent,roman,FunctionTransformer,,,KBinsDiscretizer,,uniform,3,ordinal,,DecisionTreeClassifier,best,,,,5,1,,5,3,4,gini,previous_constraint,-inf
SMOTE,,7,rebalancing_normalization_imputation_discretization_features_classification,,,,,PowerTransformer,FunctionTransformer,,,,SelectKBest,,3,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,,10,,,,manhattan,,,,,success,0.8505552653345523
FunctionTransformer,,,features_rebalancing_normalization_imputation_discretization_classification,True,,False,,StandardScaler,FunctionTransformer,,,,SelectKBest,,4,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
NearMiss,1,,discretization_normalization_rebalancing_features_imputation_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,SelectKBest,,1,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,,19,,,,manhattan,,,,,previous_constraint,-inf
NearMiss,1,,rebalancing_features_discretization_imputation_normalization_classification,,True,,False,RobustScaler,SimpleImputer,most_frequent,,,PCA,6,,Binarizer,0.0,,,,,DecisionTreeClassifier,best,,,,3,5,,5,3,1,entropy,previous_constraint,-inf
NearMiss,2,,rebalancing_discretization_imputation_normalization_features_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,9,Binarizer,5.0,,,,uniform,KNeighborsClassifier,,,19,,,,minkowski,,,,,fail,-inf
FunctionTransformer,,,features_discretization_imputation_rebalancing_normalization_classification,False,,True,,StandardScaler,IterativeImputer,,most_frequent,roman,PCA,1,,FunctionTransformer,,,,,,MLPClassifier,,200,,25,,,,,,,,previous_constraint,-inf
SMOTE,,7,features_discretization_normalization_imputation_rebalancing_classification,False,,True,,StandardScaler,SimpleImputer,constant,,,PCA,7,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,,14,,,,minkowski,,,,,previous_constraint,-inf
SMOTE,,6,imputation_rebalancing_features_discretization_normalization_classification,,,,,PowerTransformer,IterativeImputer,,most_frequent,random,SelectKBest,,1,Binarizer,0.5,,,,,GaussianNB,,,,,,,,,,,,fail,-inf
SMOTE,,5,imputation_features_normalization_discretization_rebalancing_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,PCA,7,,FunctionTransformer,,,,,,MLPClassifier,,5,,25,,,,,,,,previous_constraint,-inf
FunctionTransformer,,,imputation_rebalancing_discretization_normalization_features_classification,,True,,True,RobustScaler,FunctionTransformer,,,,FunctionTransformer,,,KBinsDiscretizer,,uniform,7,ordinal,,MLPClassifier,,200,,50,,,,,,,,previous_constraint,-inf
SMOTE,,6,normalization_rebalancing_discretization_imputation_features_classification,,,,,PowerTransformer,SimpleImputer,most_frequent,,,SelectKBest,,9,FunctionTransformer,,,,,,MLPClassifier,,10,,50,,,,,,,,success,0.7167182534500022
FunctionTransformer,,,rebalancing_normalization_discretization_features_imputation_classification,True,,True,,StandardScaler,IterativeImputer,,constant,ascending,PCA,7,,KBinsDiscretizer,,quantile,3,ordinal,uniform,KNeighborsClassifier,,,3,,,,manhattan,,,,,fail,-inf
NearMiss,1,,normalization_rebalancing_features_discretization_imputation_classification,,True,,True,RobustScaler,SimpleImputer,constant,,,PCA,5,,KBinsDiscretizer,,kmeans,7,ordinal,,DecisionTreeClassifier,best,,,,5,3,,5,1,4,entropy,fail,-inf
SMOTE,,5,normalization_rebalancing_discretization_features_imputation_classification,,True,,False,RobustScaler,IterativeImputer,,most_frequent,descending,PCA,7,,KBinsDiscretizer,,kmeans,7,ordinal,,DecisionTreeClassifier,random,,,,5,4,,2,1,1,gini,previous_constraint,-inf
