prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,imputation__type,imputation__strategy,imputation__initial_strategy,imputation__imputation_order,features__type,features__n_components,features__k,discretization__type,discretization__threshold,discretization__strategy,discretization__n_bins,discretization__encode,classification__weights,classification__type,classification__splitter,classification__n_neighbors,classification__min_samples_split,classification__min_samples_leaf,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__criterion,balanced_accuracy__status,balanced_accuracy__balanced_accuracy
normalization_discretization_features_imputation_classification,True,,True,,StandardScaler,FunctionTransformer,,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,fail,-inf
normalization_imputation_discretization_features_classification,,,,,PowerTransformer,FunctionTransformer,,,,PCA,2,,Binarizer,5.0,,,,,GaussianNB,,,,,,,,,,fail,-inf
discretization_imputation_normalization_features_classification,True,,False,,StandardScaler,IterativeImputer,,constant,descending,FunctionTransformer,,,Binarizer,0.5,,,,distance,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
discretization_normalization_features_imputation_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,arabic,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
features_discretization_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,PCA,3,,KBinsDiscretizer,,kmeans,3,ordinal,uniform,KNeighborsClassifier,,18,,,minkowski,,,,,previous_constraint,-inf
discretization_features_imputation_normalization_classification,,,,,PowerTransformer,IterativeImputer,,most_frequent,arabic,SelectKBest,,3,KBinsDiscretizer,,quantile,4,ordinal,,DecisionTreeClassifier,best,,4,2,,2,1,3,gini,fail,-inf
discretization_imputation_normalization_features_classification,True,,True,,StandardScaler,IterativeImputer,,most_frequent,random,SelectKBest,,1,KBinsDiscretizer,,kmeans,3,ordinal,distance,KNeighborsClassifier,,3,,,euclidean,,,,,previous_constraint,-inf
discretization_features_imputation_normalization_classification,True,,True,,StandardScaler,IterativeImputer,,constant,ascending,SelectKBest,,3,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,3,,,minkowski,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,PCA,1,,Binarizer,5.0,,,,,DecisionTreeClassifier,best,,3,1,,3,1,3,entropy,fail,-inf
discretization_features_normalization_imputation_classification,,,,,PowerTransformer,SimpleImputer,most_frequent,,,PCA,1,,Binarizer,0.0,,,,,DecisionTreeClassifier,best,,3,3,,3,2,3,entropy,fail,-inf
discretization_features_imputation_normalization_classification,,,,,PowerTransformer,SimpleImputer,most_frequent,,,PCA,3,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,4,1,,2,1,3,entropy,fail,-inf
discretization_imputation_normalization_features_classification,,,,,PowerTransformer,SimpleImputer,constant,,,PCA,1,,Binarizer,0.5,,,,distance,KNeighborsClassifier,,3,,,euclidean,,,,,previous_constraint,-inf
features_imputation_normalization_discretization_classification,,False,,False,RobustScaler,SimpleImputer,most_frequent,,,SelectKBest,,3,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,fail,-inf
discretization_normalization_features_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,descending,PCA,2,,Binarizer,5.0,,,,,DecisionTreeClassifier,best,,2,2,,4,2,2,entropy,fail,-inf
discretization_imputation_features_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,2,Binarizer,0.5,,,,distance,KNeighborsClassifier,,3,,,euclidean,,,,,previous_constraint,-inf
discretization_imputation_features_normalization_classification,True,,False,,StandardScaler,SimpleImputer,constant,,,SelectKBest,,1,KBinsDiscretizer,,kmeans,6,ordinal,,GaussianNB,,,,,,,,,,fail,-inf
discretization_normalization_features_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,descending,PCA,3,,Binarizer,5.0,,,,,DecisionTreeClassifier,best,,2,3,,4,1,2,entropy,fail,-inf
discretization_imputation_features_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,2,Binarizer,0.5,,,,distance,KNeighborsClassifier,,9,,,euclidean,,,,,previous_constraint,-inf
imputation_features_normalization_discretization_classification,,False,,False,RobustScaler,SimpleImputer,constant,,,SelectKBest,,3,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,fail,-inf
features_imputation_normalization_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,descending,SelectKBest,,3,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,fail,-inf
features_normalization_discretization_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,2,Binarizer,5.0,,,,distance,KNeighborsClassifier,,10,,,euclidean,,,,,previous_constraint,-inf
imputation_features_normalization_discretization_classification,,False,,False,RobustScaler,SimpleImputer,constant,,,SelectKBest,,2,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,fail,-inf
imputation_features_normalization_discretization_classification,,True,,False,RobustScaler,IterativeImputer,,most_frequent,arabic,SelectKBest,,3,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,fail,-inf
features_normalization_discretization_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,5.0,,,,uniform,KNeighborsClassifier,,10,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,2,Binarizer,2.0,,,,distance,KNeighborsClassifier,,16,,,minkowski,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,,True,,False,RobustScaler,IterativeImputer,,constant,arabic,SelectKBest,,2,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,success,0.862122023420835
normalization_imputation_discretization_features_classification,,True,,False,RobustScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,3,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,success,0.7733474816072439
imputation_normalization_discretization_features_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,17,,,euclidean,,,,,previous_constraint,-inf
features_imputation_discretization_normalization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,18,,,euclidean,,,,,previous_constraint,-inf
discretization_features_normalization_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,constant,random,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,16,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_features_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,random,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
discretization_imputation_normalization_features_classification,,,,,MinMaxScaler,IterativeImputer,,constant,arabic,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
discretization_normalization_features_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,random,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
normalization_discretization_features_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
discretization_normalization_imputation_features_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
normalization_features_discretization_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,17,,,manhattan,,,,,previous_constraint,-inf
features_discretization_normalization_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,17,,,manhattan,,,,,previous_constraint,-inf
features_discretization_normalization_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,minkowski,,,,,previous_constraint,-inf
imputation_features_discretization_normalization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,17,,,euclidean,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
imputation_discretization_features_normalization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,17,,,manhattan,,,,,previous_constraint,-inf
features_imputation_normalization_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
normalization_features_imputation_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
discretization_features_imputation_normalization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,16,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,arabic,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
discretization_normalization_features_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,constant,ascending,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
normalization_features_imputation_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,random,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
discretization_normalization_imputation_features_classification,,,,,MinMaxScaler,IterativeImputer,,constant,arabic,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,16,,,manhattan,,,,,previous_constraint,-inf
features_normalization_discretization_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,17,,,manhattan,,,,,previous_constraint,-inf
imputation_discretization_normalization_features_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
features_imputation_normalization_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_features_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,17,,,manhattan,,,,,previous_constraint,-inf
discretization_imputation_normalization_features_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,descending,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,17,,,manhattan,,,,,previous_constraint,-inf
imputation_discretization_features_normalization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,ascending,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_features_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_discretization_features_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
discretization_imputation_normalization_features_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
discretization_normalization_features_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
normalization_features_imputation_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,17,,,euclidean,,,,,previous_constraint,-inf
features_imputation_normalization_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,minkowski,,,,,previous_constraint,-inf
discretization_features_normalization_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,descending,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,arabic,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
discretization_features_imputation_normalization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,5.0,,,,distance,KNeighborsClassifier,,17,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_discretization_features_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,0.5,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
discretization_imputation_normalization_features_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
imputation_features_discretization_normalization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,17,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_features_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,5.0,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
imputation_features_discretization_normalization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,0.5,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
normalization_features_imputation_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,descending,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,17,,,manhattan,,,,,previous_constraint,-inf
discretization_features_imputation_normalization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,descending,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
features_discretization_normalization_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,16,,,manhattan,,,,,previous_constraint,-inf
features_imputation_normalization_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
imputation_discretization_normalization_features_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
imputation_features_discretization_normalization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
normalization_discretization_imputation_features_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,5.0,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_features_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,0.5,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
imputation_discretization_normalization_features_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,18,,,minkowski,,,,,previous_constraint,-inf
discretization_imputation_features_normalization_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,0.5,,,,uniform,KNeighborsClassifier,,17,,,manhattan,,,,,previous_constraint,-inf
discretization_normalization_features_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,5.0,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,descending,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
discretization_imputation_normalization_features_classification,,,,,MinMaxScaler,IterativeImputer,,constant,random,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
imputation_discretization_features_normalization_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
discretization_features_imputation_normalization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
discretization_imputation_normalization_features_classification,,,,,MinMaxScaler,IterativeImputer,,constant,ascending,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,17,,,manhattan,,,,,previous_constraint,-inf
features_discretization_normalization_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,descending,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
discretization_imputation_normalization_features_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,17,,,manhattan,,,,,previous_constraint,-inf
imputation_features_discretization_normalization_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
imputation_features_normalization_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,16,,,manhattan,,,,,previous_constraint,-inf
normalization_discretization_imputation_features_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
features_imputation_normalization_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,descending,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
normalization_discretization_features_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,arabic,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
features_imputation_normalization_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
imputation_features_normalization_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
normalization_features_imputation_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,0.5,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
discretization_features_normalization_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,5.0,,,,uniform,KNeighborsClassifier,,16,,,manhattan,,,,,previous_constraint,-inf
features_imputation_discretization_normalization_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,5.0,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
normalization_features_discretization_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,0.5,,,,uniform,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
discretization_normalization_features_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
normalization_discretization_imputation_features_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,17,,,manhattan,,,,,previous_constraint,-inf
features_imputation_discretization_normalization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,17,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_features_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,,,,,MinMaxScaler,IterativeImputer,,constant,random,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
imputation_discretization_features_normalization_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,arabic,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,16,,,manhattan,,,,,previous_constraint,-inf
features_imputation_discretization_normalization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_features_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,0.5,,,,uniform,KNeighborsClassifier,,17,,,manhattan,,,,,previous_constraint,-inf
normalization_features_discretization_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,5.0,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
discretization_normalization_features_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,17,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,,,,,MinMaxScaler,IterativeImputer,,constant,descending,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
normalization_features_imputation_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,descending,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,17,,,manhattan,,,,,previous_constraint,-inf
normalization_features_imputation_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
imputation_discretization_features_normalization_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,17,,,manhattan,,,,,previous_constraint,-inf
features_normalization_discretization_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,0.5,,,,distance,KNeighborsClassifier,,16,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,5.0,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
discretization_normalization_features_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,5.0,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,0.5,,,,uniform,KNeighborsClassifier,,17,,,manhattan,,,,,previous_constraint,-inf
normalization_features_imputation_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,0.5,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
imputation_discretization_normalization_features_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,5.0,,,,distance,KNeighborsClassifier,,17,,,manhattan,,,,,previous_constraint,-inf
discretization_features_normalization_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,random,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,16,,,manhattan,,,,,previous_constraint,-inf
normalization_discretization_features_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,constant,random,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
features_imputation_discretization_normalization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
normalization_features_discretization_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,17,,,manhattan,,,,,previous_constraint,-inf
