prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,imputation__type,imputation__strategy,imputation__initial_strategy,imputation__imputation_order,features__type,features__n_components,features__k,discretization__type,discretization__threshold,discretization__strategy,discretization__n_bins,discretization__encode,classification__weights,classification__type,classification__splitter,classification__n_neighbors,classification__min_samples_split,classification__min_samples_leaf,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__criterion,balanced_accuracy__status,balanced_accuracy__balanced_accuracy
imputation_discretization_normalization_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,9,,,manhattan,,,,,success,0.5184729064039408
imputation_normalization_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,9,,,manhattan,,,,,success,0.5266009852216749
normalization_discretization_imputation_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,11,,,manhattan,,,,,success,0.5236453201970444
imputation_normalization_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,12,,,manhattan,,,,,success,0.5600164203612479
imputation_discretization_features_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,8,,,manhattan,,,,,success,0.5339901477832514
features_imputation_normalization_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,8,,,manhattan,,,,,success,0.5094417077175697
features_normalization_discretization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,11,,,manhattan,,,,,success,0.5410509031198687
discretization_normalization_imputation_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,9,,,manhattan,,,,,success,0.542200328407225
discretization_imputation_normalization_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,9,,,manhattan,,,,,success,0.5184729064039408
discretization_features_normalization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,manhattan,,,,,success,0.5358784893267652
imputation_normalization_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,12,,,manhattan,,,,,success,0.5345648604269294
imputation_normalization_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,8,,,manhattan,,,,,success,0.5094417077175697
discretization_imputation_features_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,manhattan,,,,,success,0.535303776683087
normalization_imputation_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,10,,,manhattan,,,,,success,0.5600985221674877
features_normalization_discretization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,8,,,manhattan,,,,,success,0.5094417077175697
discretization_normalization_features_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,12,,,manhattan,,,,,success,0.5464696223316913
features_normalization_discretization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,12,,,manhattan,,,,,success,0.5327586206896552
features_normalization_imputation_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,16,,,manhattan,,,,,success,0.5366995073891626
imputation_normalization_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,15,,,manhattan,,,,,success,0.5217569786535304
discretization_features_normalization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.5479474548440064
normalization_features_discretization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,success,0.5490147783251232
features_imputation_normalization_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,14,,,manhattan,,,,,success,0.5350574712643679
discretization_imputation_features_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,15,,,manhattan,,,,,success,0.527832512315271
imputation_discretization_normalization_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,6,ordinal,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,success,0.5505747126436782
features_discretization_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,distance,KNeighborsClassifier,,14,,,manhattan,,,,,success,0.5189655172413793
discretization_features_normalization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,14,,,manhattan,,,,,success,0.5312807881773398
imputation_normalization_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,success,0.5558292282430213
features_imputation_normalization_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,14,,,euclidean,,,,,success,0.530623973727422
normalization_imputation_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,14,,,euclidean,,,,,success,0.535632183908046
